EXPENSE_ID,TITLE,AMOUNT,LABEL,COMMENTS,EXPENSE_DATE,CREATED_AT,ATTACHMENT,TYPE,CATEGORY,EXPENSE_NUMBER,UPDATED_AT,STATUS,EXPECTED_PAYMENT_DATE
2817,Retenir Frais,80.29,Remboursement Diallo,Fruit disparaître tant papa parler besoin accepter ni.,2025-07-22,2025-07-22,,professional,Frais professionnels,EXP-2025-02817,2025-07-22,paid,2025-08-11
2818,Comprendre Facture,73.33,Facture Vasseur SARL,,2025-07-22,2025-07-22,,equipment,Hébergement,EXP-2025-02818,2025-07-22,paid,2025-08-27
2819,Boire Dépense,74.82,Remboursement Boucher,,2025-07-22,2025-07-23,,software,Logiciels,EXP-2025-02819,2025-07-23,paid,2025-09-16
2820,Appartenir Frais,11.68,Service employer,Extraordinaire confiance gens bataille ça craindre chaîne.,2025-07-22,2025-07-22,,subscription,Assurances,EXP-2025-02820,2025-07-22,paid,2025-09-06
2821,Animal Dépense,43.68,Service article,Certain rapport bouche arme course.,2025-07-22,2025-07-24,,travel,Fournitures bureau,EXP-2025-02821,2025-07-24,paid,2025-08-12
2822,Quinze Achat,107.35,Frais renoncer,Ne cheveu crise autorité confondre personne.,2025-07-22,2025-07-24,,other,Assurances,EXP-2025-02822,2025-07-26,unpaid,2025-09-09
2823,Presser Dépense,52.5,Facture Delahaye,,2025-07-22,2025-07-23,,travel,Transport,EXP-2025-02823,2025-07-23,unpaid,2025-08-02
2824,Réel Frais,17.74,Service exemple,,2025-07-22,2025-07-23,,office,Frais professionnels,EXP-2025-02824,2025-07-23,unpaid,2025-07-31
2825,Ordre Frais,52.36,Service cependant,,2025-07-22,2025-07-22,,travel,Matériel informatique,EXP-2025-02825,2025-07-22,paid,2025-09-01
2826,Simple Achat,213.42,Achat aide,,2025-07-22,2025-07-24,,subscription,Logiciels,EXP-2025-02826,2025-07-24,paid,2025-08-12
2827,Rose Dépense,148.04,Service marier,Croire beau changer accepter deux quartier résistance.,2025-07-22,2025-07-22,,maintenance,Déplacements,EXP-2025-02827,2025-07-22,paid,2025-07-28
2828,L'une Dépense,51.96,Achat beau,,2025-07-22,2025-07-22,,maintenance,Services publics,EXP-2025-02828,2025-07-22,unpaid,2025-08-01
2829,Voie Facture,116.88,Achat roman,,2025-07-22,2025-07-22,,food,Logiciels,EXP-2025-02829,2025-07-22,paid,2025-09-15
2830,Réserver Achat,40.72,Service pleurer,,2025-07-22,2025-07-24,,food,Services publics,EXP-2025-02830,2025-07-24,paid,2025-09-06
2831,Depuis Achat,13.97,Service sein,,2025-07-22,2025-07-24,,maintenance,Hébergement,EXP-2025-02831,2025-07-24,paid,2025-08-30
2832,Matin Facture,26.06,Note Goncalves,Fusil le souhaiter fil professeur matin forme.,2025-07-22,2025-07-24,,travel,Communication,EXP-2025-02832,2025-08-09,unpaid,2025-08-09
2833,Étranger Facture,190.63,Service genre,Fin sous vague contre tant rentrer.,2025-07-22,2025-07-22,,professional,Déplacements,EXP-2025-02833,2025-08-18,paid,2025-07-30
2834,Remarquer Frais,43.85,Frais déclarer,Pendant combien sembler prison mal apparaître.,2025-07-22,2025-07-22,,food,Marketing,EXP-2025-02834,2025-08-01,paid,2025-08-01
2835,Couper Dépense,44.94,Achat forcer,Verser président fond anglais fois colon interrompre assez.,2025-07-22,2025-07-24,,food,Logiciels,EXP-2025-02835,2025-07-24,paid,2025-08-04
2836,Pur Frais,42.95,Achat nom,Doucement projet jamais importance armée.,2025-07-22,2025-07-23,,office,Formation,EXP-2025-02836,2025-07-28,unpaid,2025-09-01
2837,Amour Facture,250.46,Service fixer,,2025-07-22,2025-07-23,,maintenance,Communication,EXP-2025-02837,2025-07-23,paid,2025-08-19
2838,Premier Frais,200.49,Remboursement Maury,,2025-07-22,2025-07-23,,maintenance,Loyer,EXP-2025-02838,2025-07-26,paid,2025-09-06
2839,Trésor Dépense,322.15,Facture Dias Poirier S.A.S.,,2025-07-22,2025-07-22,,marketing,Formation,EXP-2025-02839,2025-07-22,paid,2025-08-04
2840,Noir Frais,48.08,Facture David S.A.R.L.,,2025-07-22,2025-07-22,,maintenance,Abonnements,EXP-2025-02840,2025-07-22,paid,2025-08-21
2841,Admettre Facture,69.17,Achat libre,Voiture vraiment entraîner tu.,2025-07-22,2025-07-24,,research,Transport,EXP-2025-02841,2025-07-24,paid,2025-08-27
2842,Chercher Frais,16.23,Frais vieux,,2025-07-22,2025-07-23,,equipment,Formation,EXP-2025-02842,2025-08-11,paid,2025-08-14
2843,Tour Dépense,177.96,Note Bouvier-la-Forêt,Coup courage croire fer paysan lire.,2025-07-22,2025-07-23,,travel,Frais de représentation,EXP-2025-02843,2025-07-23,paid,2025-09-11
2844,Pied Achat,21.45,Service qui,Vraiment arracher arbre rocher page ouvrage succès.,2025-07-22,2025-07-24,,office,Frais de représentation,EXP-2025-02844,2025-07-24,paid,2025-07-31
2845,Nécessaire Achat,64.94,Achat précipiter,Membre hésiter chant trace problème établir.,2025-07-22,2025-07-22,,professional,Frais de représentation,EXP-2025-02845,2025-07-22,unpaid,2025-08-13
2846,Quant à Frais,22.7,Service soudain,Intéresser puissance commander demi offrir.,2025-07-22,2025-07-24,,travel,Loyer,EXP-2025-02846,2025-08-11,paid,2025-07-25
2847,Alors Facture,34.09,Facture Jacques Bousquet S.A.S.,,2025-07-22,2025-07-23,,marketing,Communication,EXP-2025-02847,2025-07-23,paid,2025-08-01
2848,Rocher Facture,27.94,Achat cuisine,Lisser naturellement remettre brusquement nord chacun long chaque.,2025-07-22,2025-07-24,,office,Frais bancaires,EXP-2025-02848,2025-07-24,unpaid,2025-08-14
2849,Trait Achat,33.57,Note Saint Christiane,Gagner que folie.,2025-07-22,2025-07-22,,food,Formation,EXP-2025-02849,2025-07-22,paid,2025-08-21
2850,Éprouver Frais,35.47,Note Saint Laure,Vide compagnon conversation début champ cinq crainte.,2025-07-22,2025-07-24,,lodging,Logiciels,EXP-2025-02850,2025-07-24,paid,2025-07-26
2851,Perdre Frais,35.21,Frais main,,2025-07-22,2025-07-24,,other,Assurances,EXP-2025-02851,2025-07-24,paid,2025-08-25
2852,Peu Achat,106.34,Frais respect,Fort vers emporter prévoir.,2025-07-22,2025-07-22,,office,Frais de représentation,EXP-2025-02852,2025-07-31,paid,2025-08-31
2853,Compagnon Facture,22.56,Service entourer,Moindre aujourd'hui fidèle sourire simplement course tout bois.,2025-07-22,2025-07-23,,software,Marketing,EXP-2025-02853,2025-07-23,paid,2025-08-08
2854,Échapper Achat,65.13,Service chaise,,2025-07-22,2025-07-23,,maintenance,Formation,EXP-2025-02854,2025-08-14,paid,2025-07-24
2855,Croire Achat,144.66,Facture Hebert Morin SARL,Franchir comme recommencer.,2025-07-22,2025-07-24,,maintenance,Déplacements,EXP-2025-02855,2025-07-24,unpaid,2025-08-25
2856,Comme Dépense,36.21,Remboursement Barthelemy,,2025-07-22,2025-07-22,,maintenance,Loyer,EXP-2025-02856,2025-07-22,paid,2025-08-29
2857,Impossible Frais,30.74,Note Ruiz,,2025-07-22,2025-07-23,,software,Formation,EXP-2025-02857,2025-08-22,paid,2025-08-28
2858,Tandis que Facture,45.4,Facture Diaz,Village neuf le étoile petit.,2025-07-22,2025-07-23,,maintenance,Frais de représentation,EXP-2025-02858,2025-07-23,paid,2025-07-23
2859,Goût Achat,140.3,Service chanter,Escalier marcher genre importer après condamner.,2025-07-22,2025-07-23,,maintenance,Loyer,EXP-2025-02859,2025-07-23,paid,2025-08-26
2860,Caractère Achat,63.77,Frais occasion,,2025-07-22,2025-07-24,,software,Restauration,EXP-2025-02860,2025-07-24,paid,2025-08-02
2861,Français Dépense,35.7,Frais vieillard,,2025-07-22,2025-07-24,,office,Hébergement,EXP-2025-02861,2025-07-24,paid,2025-08-14
2862,Entendre Dépense,80.41,Achat haut,Gros vaincre inquiétude femme voix notre semblable.,2025-07-22,2025-07-22,,subscription,R&D,EXP-2025-02862,2025-07-22,unpaid,2025-07-29
2863,Beauté Facture,22.6,Facture Laine,,2025-07-22,2025-07-22,,office,R&D,EXP-2025-02863,2025-07-22,unpaid,2025-09-01
2864,Point Dépense,94.17,Service trace,Pendant voix journée appel chute.,2025-07-22,2025-07-23,,food,Matériel informatique,EXP-2025-02864,2025-07-24,unpaid,2025-08-29
2865,Depuis Facture,75.71,Facture Dupré SA,Troisième disparaître droite haut lèvre.,2025-07-22,2025-07-22,,food,Marketing,EXP-2025-02865,2025-07-22,paid,2025-09-09
2866,École Achat,42.68,Frais hôtel,Surveiller il retenir lorsque terrain fuir.,2025-07-22,2025-07-23,,other,Abonnements,EXP-2025-02866,2025-08-11,paid,2025-08-13
2867,Voile Frais,27.91,Service service,,2025-07-22,2025-07-24,,maintenance,R&D,EXP-2025-02867,2025-07-29,paid,2025-08-15
2868,Courant Dépense,26.86,Service déchirer,Poche sol chemin circonstance serrer sérieux serrer.,2025-07-22,2025-07-23,,other,Marketing,EXP-2025-02868,2025-08-01,paid,2025-08-17
2869,Pays Achat,83.75,Frais interroger,Sombre hésiter pouvoir garçon quelque.,2025-07-22,2025-07-23,,software,R&D,EXP-2025-02869,2025-08-05,paid,2025-08-24
2870,Chasse Dépense,145.94,Frais nécessaire,Subir eaux travail arbre absolument palais manquer silencieux.,2025-07-22,2025-07-23,,maintenance,Frais de représentation,EXP-2025-02870,2025-07-23,paid,2025-08-16
2871,Autre Frais,32.79,Facture Carlier S.A.,,2025-07-22,2025-07-24,,food,Frais de représentation,EXP-2025-02871,2025-07-24,paid,2025-08-06
2872,Avance Facture,78.78,Achat là,,2025-07-22,2025-07-23,,research,Services publics,EXP-2025-02872,2025-07-23,unpaid,2025-08-18
2873,En Facture,10.28,Achat mentir,,2025-07-22,2025-07-22,,marketing,Abonnements,EXP-2025-02873,2025-07-29,paid,2025-07-27
2874,Centre Frais,34.2,Remboursement Robert,,2025-07-22,2025-07-23,,professional,Communication,EXP-2025-02874,2025-07-31,unpaid,2025-08-22
2875,Retenir Facture,53.26,Service saluer,Sourd toujours geste emmener soldat besoin garder.,2025-07-22,2025-07-24,,software,Loyer,EXP-2025-02875,2025-08-09,paid,2025-08-13
2876,Peur Dépense,26.37,Remboursement Tanguy,,2025-07-22,2025-07-22,,food,Marketing,EXP-2025-02876,2025-07-22,paid,2025-08-31
2877,Beauté Dépense,25.81,Service saluer,,2025-07-22,2025-07-24,,travel,Transport,EXP-2025-02877,2025-08-14,paid,2025-08-16
2878,Taille Facture,32.0,Remboursement Baudry,Asseoir distinguer écarter.,2025-07-22,2025-07-23,,research,Marketing,EXP-2025-02878,2025-07-23,paid,2025-09-18
2879,Remplacer Dépense,68.98,Note Briand-sur-Mer,,2025-07-22,2025-07-23,,software,Logiciels,EXP-2025-02879,2025-07-23,paid,2025-07-31
2880,Spectacle Frais,47.0,Note Sainte Thomas,Conduire soutenir saint sommet debout ton jour chanter.,2025-07-22,2025-07-24,,maintenance,Formation,EXP-2025-02880,2025-08-06,unpaid,2025-08-06
2881,Douze Achat,9.11,Remboursement Lejeune,Nu sourd fenêtre départ.,2025-07-22,2025-07-23,,software,Frais professionnels,EXP-2025-02881,2025-07-23,paid,2025-09-04
2882,Répondre Frais,10.01,Remboursement Grondin,,2025-07-22,2025-07-22,,equipment,Matériel informatique,EXP-2025-02882,2025-08-20,paid,2025-09-06
2883,Espace Achat,33.6,Remboursement Martel,,2025-07-22,2025-07-23,,other,Marketing,EXP-2025-02883,2025-07-23,paid,2025-09-08
2884,Parti Facture,78.74,Facture Blondel,Bien répandre enfant terrible en entrée représenter.,2025-07-22,2025-07-23,,equipment,Logiciels,EXP-2025-02884,2025-07-23,paid,2025-09-06
2885,Troubler Frais,6.06,Facture Parent,,2025-07-22,2025-07-24,,maintenance,Assurances,EXP-2025-02885,2025-07-29,paid,2025-08-13
2886,Pourtant Achat,36.61,Service exposer,Midi diriger examiner.,2025-07-22,2025-07-24,,travel,Abonnements,EXP-2025-02886,2025-07-24,paid,2025-08-26
2887,Représenter Dépense,35.84,Facture Girard,,2025-07-22,2025-07-24,,food,Déplacements,EXP-2025-02887,2025-08-07,unpaid,2025-08-30
2888,Divers Dépense,165.78,Achat ailleurs,Grâce image rendre fauteuil.,2025-07-22,2025-07-23,,research,Fournitures bureau,EXP-2025-02888,2025-08-08,paid,2025-07-23
2889,Fête Dépense,40.12,Facture Hardy,Terminer veiller rouge choisir rayon sérieux te.,2025-07-22,2025-07-22,,other,Maintenance,EXP-2025-02889,2025-07-22,unpaid,2025-08-04
2890,Simplement Dépense,74.17,Achat sourd,,2025-07-22,2025-07-22,,travel,Restauration,EXP-2025-02890,2025-07-22,unpaid,2025-09-04
2891,Doigt Facture,61.13,Service juge,Réel réserver pouvoir couvrir veille mettre forêt.,2025-07-22,2025-07-23,,maintenance,Restauration,EXP-2025-02891,2025-07-23,paid,2025-08-15
2892,Jambe Dépense,9.93,Frais commencement,,2025-07-22,2025-07-23,,professional,Restauration,EXP-2025-02892,2025-07-26,paid,2025-08-29
2893,Moi Facture,100.94,Note Lenoirboeuf,Rompre occasion transformer riche.,2025-07-22,2025-07-23,,food,Fournitures bureau,EXP-2025-02893,2025-08-09,paid,2025-07-26
2894,Tendre Facture,64.87,Frais nouveau,Coucher terre mien sur.,2025-07-22,2025-07-23,,food,Communication,EXP-2025-02894,2025-07-27,unpaid,2025-07-23
2895,But Achat,81.99,Achat société,Il résister gris difficile plaisir petit lumière on.,2025-07-22,2025-07-23,,maintenance,Frais de représentation,EXP-2025-02895,2025-07-23,unpaid,2025-09-12
2896,Agiter Dépense,1262.68,Achat situation,Pour un service voler.,2025-07-22,2025-07-22,,professional,Services publics,EXP-2025-02896,2025-07-22,paid,2025-08-22
2897,Marché Facture,10.31,Facture Laporte Giraud et Fils,Éloigner figure si saint suffire éprouver.,2025-07-22,2025-07-23,,subscription,Frais professionnels,EXP-2025-02897,2025-08-14,unpaid,2025-09-09
2898,Abandonner Facture,216.97,Frais casser,,2025-07-22,2025-07-24,,research,Formation,EXP-2025-02898,2025-07-24,paid,2025-09-05
2899,Volonté Achat,43.38,Facture Roy,,2025-07-22,2025-07-22,,office,Restauration,EXP-2025-02899,2025-07-22,paid,2025-09-17
2900,Détail Facture,68.71,Note Gomes-les-Bains,,2025-07-22,2025-07-24,,travel,Hébergement,EXP-2025-02900,2025-07-24,paid,2025-08-12
2901,Mort Achat,52.65,Service phrase,Pencher oh bas crainte reste drame doux.,2025-07-22,2025-07-22,,food,Abonnements,EXP-2025-02901,2025-07-22,paid,2025-08-02
2902,Vers Facture,38.89,Remboursement Roux,Espace as frapper sentir militaire tourner.,2025-07-22,2025-07-23,,software,Frais professionnels,EXP-2025-02902,2025-07-23,paid,2025-07-31
2903,Corps Frais,34.61,Remboursement Rey,,2025-07-22,2025-07-24,,other,Frais bancaires,EXP-2025-02903,2025-08-07,paid,2025-08-21
2904,Moyen Frais,71.07,Achat mêler,,2025-07-22,2025-07-22,,other,Restauration,EXP-2025-02904,2025-07-22,paid,2025-08-17
2905,Confondre Facture,16.22,Frais masse,,2025-07-22,2025-07-24,,food,Frais professionnels,EXP-2025-02905,2025-08-04,paid,2025-08-13
2906,Tu Frais,99.53,Facture Pineau,Espoir genou demeurer mari faveur.,2025-07-22,2025-07-24,,other,Formation,EXP-2025-02906,2025-07-24,paid,2025-08-04
2907,Barbe Frais,39.14,Frais vous,,2025-07-22,2025-07-24,,subscription,Matériel informatique,EXP-2025-02907,2025-07-24,unpaid,2025-08-20
2908,Nord Dépense,22.11,Facture Bernard Perrin SARL,Sonner employer mode quel.,2025-07-22,2025-07-22,,maintenance,Formation,EXP-2025-02908,2025-07-28,paid,2025-08-06
2909,Soldat Dépense,38.09,Remboursement Muller,Note fleur nature ignorer palais seconde attitude.,2025-07-22,2025-07-24,,research,Abonnements,EXP-2025-02909,2025-07-24,paid,2025-09-11
2910,Barbe Facture,149.26,Frais instinct,Répéter envie refuser fleur habitude interroger pénétrer.,2025-07-22,2025-07-24,,subscription,Marketing,EXP-2025-02910,2025-07-24,paid,2025-09-12
2911,Forcer Frais,35.58,Frais parfaitement,,2025-07-22,2025-07-24,,professional,Maintenance,EXP-2025-02911,2025-07-24,paid,2025-08-29
2912,Inconnu Dépense,72.73,Frais forme,,2025-07-22,2025-07-24,,food,Hébergement,EXP-2025-02912,2025-07-24,paid,2025-08-27
2913,Fumer Achat,30.42,Facture Costa,Pencher terrible ramasser.,2025-07-22,2025-07-24,,office,Hébergement,EXP-2025-02913,2025-07-24,paid,2025-08-09
2914,Chez Facture,100.12,Frais réalité,Commencement voile poursuivre exister.,2025-07-22,2025-07-23,,food,Communication,EXP-2025-02914,2025-08-22,paid,2025-08-15
2915,Étonner Facture,94.48,Note Guillet-la-Forêt,Officier profondément accorder corde cela fenêtre sujet.,2025-07-22,2025-07-24,,professional,Frais de représentation,EXP-2025-02915,2025-07-24,paid,2025-07-28
2916,Soulever Dépense,239.58,Note Pottierdan,,2025-07-22,2025-07-22,,software,Déplacements,EXP-2025-02916,2025-08-13,unpaid,2025-07-24
2917,Vous Frais,47.44,Remboursement Bertrand,Savoir pain lueur nom établir reconnaître envoyer étonner.,2025-07-22,2025-07-22,,marketing,Frais bancaires,EXP-2025-02917,2025-08-07,paid,2025-07-25
2918,Engager Dépense,93.22,Note Arnaud-les-Bains,Souffrir dessus découvrir sourire corde.,2025-07-22,2025-07-24,,software,Assurances,EXP-2025-02918,2025-07-24,paid,2025-07-25
2919,Femme Achat,59.05,Service durant,Inventer pencher pluie pendant parent rappeler inquiétude.,2025-07-22,2025-07-23,,professional,Assurances,EXP-2025-02919,2025-07-23,unpaid,2025-09-18
2920,Devant Dépense,153.96,Service suite,Tombe ombre petit douze accomplir.,2025-07-22,2025-07-24,,other,Transport,EXP-2025-02920,2025-07-24,paid,2025-09-08
2921,Leur Dépense,30.72,Frais jusque,,2025-07-22,2025-07-22,,software,R&D,EXP-2025-02921,2025-07-22,paid,2025-08-14
2922,Tourner Frais,99.09,Service accent,,2025-07-22,2025-07-24,,subscription,R&D,EXP-2025-02922,2025-07-24,paid,2025-09-20
2923,Traverser Facture,46.72,Achat l'un,Souvenir public rien fond conscience.,2025-07-22,2025-07-23,,software,Frais professionnels,EXP-2025-02923,2025-07-23,paid,2025-09-08
2924,Tuer Dépense,51.87,Note Marionboeuf,,2025-07-22,2025-07-23,,marketing,Maintenance,EXP-2025-02924,2025-07-23,unpaid,2025-08-19
2925,Sur Achat,58.76,Frais dessiner,Magnifique arrière autour comment.,2025-07-22,2025-07-23,,equipment,Marketing,EXP-2025-02925,2025-07-23,paid,2025-07-24
2926,Fils Achat,66.81,Facture Carlier S.A.R.L.,Hésiter paysage depuis attirer.,2025-07-22,2025-07-23,,research,Frais bancaires,EXP-2025-02926,2025-07-23,paid,2025-08-24
2927,Certainement Achat,49.75,Note Millet,Réserver désir arme envelopper.,2025-07-22,2025-07-24,,maintenance,Assurances,EXP-2025-02927,2025-08-14,unpaid,2025-08-26
2928,Âme Achat,64.83,Service demi,,2025-07-22,2025-07-22,,maintenance,Assurances,EXP-2025-02928,2025-07-22,paid,2025-08-29
2929,Vieillard Dépense,192.96,Achat paupière,,2025-07-22,2025-07-24,,other,Frais professionnels,EXP-2025-02929,2025-07-24,paid,2025-07-24
2930,Sonner Frais,120.1,Achat franchir,Année malheur mourir grandir haine.,2025-07-22,2025-07-24,,lodging,Hébergement,EXP-2025-02930,2025-07-24,paid,2025-08-15
2931,Devoir Facture,109.43,Frais franchir,,2025-07-22,2025-07-23,,lodging,Assurances,EXP-2025-02931,2025-07-23,unpaid,2025-07-25
2932,Sérieux Facture,37.92,Facture Coste,Mode oublier chute gris.,2025-07-22,2025-07-24,,research,Hébergement,EXP-2025-02932,2025-07-24,paid,2025-08-11
2933,Contenir Frais,26.81,Achat salle,,2025-07-22,2025-07-24,,professional,Marketing,EXP-2025-02933,2025-07-24,unpaid,2025-09-18
2934,Passion Facture,117.24,Service en,Docteur que fin nom.,2025-07-22,2025-07-23,,lodging,R&D,EXP-2025-02934,2025-07-23,paid,2025-07-25
2935,Poste Facture,110.04,Service voyage,,2025-07-22,2025-07-23,,research,Frais professionnels,EXP-2025-02935,2025-08-17,paid,2025-09-04
2936,Interroger Achat,177.35,Note Saint Tristan,Oublier avec naturellement réflexion.,2025-07-22,2025-07-24,,office,Transport,EXP-2025-02936,2025-07-24,unpaid,2025-08-08
2937,Front Dépense,33.68,Achat bon,Toit animal inutile renoncer soi champ.,2025-07-22,2025-07-24,,office,Hébergement,EXP-2025-02937,2025-07-24,unpaid,2025-09-02
2938,Nation Dépense,45.44,Service fils,Réserver mensonge an douze reculer plus religion.,2025-07-22,2025-07-24,,research,Maintenance,EXP-2025-02938,2025-07-24,paid,2025-08-25
2939,Propos Achat,14.71,Remboursement Ribeiro,Observer joindre éviter regarder plonger dépasser.,2025-07-22,2025-07-23,,subscription,Déplacements,EXP-2025-02939,2025-08-16,paid,2025-09-07
2940,Perte Dépense,39.89,Service réel,Immobile nommer effet.,2025-07-22,2025-07-23,,research,Abonnements,EXP-2025-02940,2025-07-23,paid,2025-09-10
2941,Honte Achat,121.18,Remboursement Perret,Midi bout feuille causer.,2025-07-22,2025-07-24,,equipment,Frais de représentation,EXP-2025-02941,2025-07-25,paid,2025-09-15
2942,Vieil Dépense,37.59,Note Grenier-sur-Bazin,,2025-07-22,2025-07-23,,office,Maintenance,EXP-2025-02942,2025-07-23,paid,2025-08-18
2943,Revoir Facture,91.14,Achat retenir,Roman pitié nourrir allumer paupière bon votre.,2025-07-22,2025-07-23,,other,Abonnements,EXP-2025-02943,2025-08-03,paid,2025-08-19
2944,Pierre Frais,46.88,Frais gauche,Oreille notre mariage hors.,2025-07-22,2025-07-22,,food,Logiciels,EXP-2025-02944,2025-07-22,unpaid,2025-08-27
2945,Imposer Achat,70.76,Remboursement Colin,,2025-07-22,2025-07-23,,research,Loyer,EXP-2025-02945,2025-07-23,paid,2025-09-05
2946,Ci Achat,21.8,Frais appuyer,Étendre présence asseoir yeux.,2025-07-22,2025-07-24,,other,Transport,EXP-2025-02946,2025-07-24,unpaid,2025-08-02
2947,Attention Dépense,58.45,Achat respect,Pluie personne refuser cependant obtenir tapis.,2025-07-22,2025-07-23,,software,Maintenance,EXP-2025-02947,2025-07-28,unpaid,2025-08-15
2948,Profiter Frais,5.0,Note Payet,Ainsi art cours toucher.,2025-07-22,2025-07-24,,maintenance,Transport,EXP-2025-02948,2025-07-24,unpaid,2025-08-20
2949,Beaucoup Facture,47.02,Note Munoz,Occuper fête exposer supérieur fortune préférer.,2025-07-22,2025-07-24,,software,Maintenance,EXP-2025-02949,2025-07-29,paid,2025-08-26
2950,Épaule Dépense,14.81,Remboursement Blanchard,Mal auprès papier ouvert.,2025-07-22,2025-07-24,,maintenance,R&D,EXP-2025-02950,2025-07-28,paid,2025-08-31
2951,Renoncer Dépense,143.28,Achat lutte,Engager avancer voici entraîner prouver.,2025-07-22,2025-07-24,,travel,Assurances,EXP-2025-02951,2025-08-08,paid,2025-08-20
2952,Bande Dépense,101.69,Remboursement Boucher,Quoi mince éclat parmi remonter particulier.,2025-07-22,2025-07-23,,lodging,Services publics,EXP-2025-02952,2025-07-23,paid,2025-08-04
2953,Grâce Facture,79.31,Note Delaunay-sur-Vidal,,2025-07-22,2025-07-24,,marketing,Transport,EXP-2025-02953,2025-07-24,paid,2025-09-17
2954,Accuser Dépense,184.34,Achat gouvernement,Charge genou en bien capable.,2025-07-22,2025-07-22,,software,Assurances,EXP-2025-02954,2025-07-22,paid,2025-09-06
2955,Recommencer Frais,25.56,Remboursement Caron,,2025-07-22,2025-07-24,,professional,Transport,EXP-2025-02955,2025-07-24,paid,2025-08-06
2956,Séparer Facture,220.94,Facture Joseph,,2025-07-22,2025-07-23,,software,Marketing,EXP-2025-02956,2025-07-23,paid,2025-07-26
2957,Siècle Achat,115.09,Note Sauvage,,2025-07-22,2025-07-24,,subscription,Marketing,EXP-2025-02957,2025-08-18,paid,2025-09-20
2958,L'une Facture,45.18,Remboursement Lejeune,,2025-07-22,2025-07-24,,food,Services publics,EXP-2025-02958,2025-07-24,paid,2025-08-12
2959,Sein Facture,135.44,Achat coucher,Derrière expression colon cas.,2025-07-22,2025-07-22,,subscription,Services publics,EXP-2025-02959,2025-08-05,paid,2025-08-05
2960,Songer Achat,22.53,Frais enfin,,2025-07-22,2025-07-24,,software,Matériel informatique,EXP-2025-02960,2025-08-15,paid,2025-08-04
2961,Obéir Achat,28.23,Frais pencher,Chute exprimer votre passé rare anglais.,2025-07-22,2025-07-22,,maintenance,Loyer,EXP-2025-02961,2025-08-13,paid,2025-08-27
2962,Oiseau Frais,33.55,Frais vraiment,Personnage état foi deviner seuil parler naissance.,2025-07-22,2025-07-24,,equipment,Abonnements,EXP-2025-02962,2025-08-18,unpaid,2025-08-31
2963,Début Frais,35.76,Frais signifier,Causer fort conversation sauter éternel affirmer entraîner nerveux.,2025-07-22,2025-07-24,,food,Transport,EXP-2025-02963,2025-07-24,paid,2025-09-20
2964,Vieux Frais,23.45,Achat rejoindre,,2025-07-22,2025-07-23,,travel,Logiciels,EXP-2025-02964,2025-08-15,unpaid,2025-08-12
2965,Action Facture,145.25,Frais chef,Un importer hasard.,2025-07-22,2025-07-22,,maintenance,Frais professionnels,EXP-2025-02965,2025-07-22,paid,2025-08-10
2966,Tandis que Frais,44.39,Frais te,,2025-07-22,2025-07-23,,equipment,Formation,EXP-2025-02966,2025-08-04,paid,2025-08-01
2967,Plante Facture,72.39,Remboursement Blanchet,,2025-07-22,2025-07-23,,maintenance,Formation,EXP-2025-02967,2025-07-23,paid,2025-09-19
2968,Sur Achat,34.6,Facture Torres Foucher SA,Contenter inspirer chercher geste.,2025-07-22,2025-07-22,,other,Frais de représentation,EXP-2025-02968,2025-07-22,paid,2025-07-26
2969,Réveiller Dépense,12.72,Remboursement Dupré,Habitude poitrine voisin circonstance diriger.,2025-07-22,2025-07-22,,professional,Hébergement,EXP-2025-02969,2025-07-22,paid,2025-09-19
2970,Général Achat,67.77,Remboursement Lefebvre,,2025-07-22,2025-07-23,,office,Frais bancaires,EXP-2025-02970,2025-08-21,paid,2025-09-17
2971,Voisin Achat,11.82,Service répondre,Emporter très ouvrage attirer.,2025-07-22,2025-07-24,,subscription,Matériel informatique,EXP-2025-02971,2025-07-29,paid,2025-07-29
2972,Que Dépense,51.68,Service vers,,2025-07-22,2025-07-23,,research,Marketing,EXP-2025-02972,2025-07-23,paid,2025-09-05
2973,Armée Dépense,18.27,Service cher,Colon armée juger.,2025-07-22,2025-07-24,,lodging,Maintenance,EXP-2025-02973,2025-07-24,paid,2025-08-26
2974,Voie Facture,267.69,Facture Lemaire S.A.R.L.,,2025-07-22,2025-07-22,,research,Déplacements,EXP-2025-02974,2025-07-22,paid,2025-08-29
2975,Figure Facture,113.19,Note Saint Mathilde-les-Bains,Barbe justice ami considérer réussir.,2025-07-22,2025-07-22,,software,Abonnements,EXP-2025-02975,2025-07-22,paid,2025-07-26
2976,Recueillir Dépense,59.42,Achat sentier,Moindre permettre as aspect debout.,2025-07-22,2025-07-24,,travel,Marketing,EXP-2025-02976,2025-07-24,paid,2025-09-14
2977,Bataille Dépense,150.05,Frais apparaître,Payer je complètement nom triste.,2025-07-22,2025-07-22,,marketing,Déplacements,EXP-2025-02977,2025-07-23,paid,2025-09-09
2978,Il Achat,27.74,Remboursement Ledoux,Calme grâce chasser immense main.,2025-07-22,2025-07-23,,maintenance,Frais professionnels,EXP-2025-02978,2025-07-23,paid,2025-08-04
2979,Parmi Facture,84.33,Frais inspirer,,2025-07-22,2025-07-23,,subscription,Frais de représentation,EXP-2025-02979,2025-08-21,paid,2025-08-29
