STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,RELATED_EXPENSE_ID,VALUE_DATE,SOURCE_FILENAME,MIME_TYPE,CREATED_AT
2432,2025-07-21,PAIEMENT Blanchet,REF FACTURE FACT-2025-003423,,2195.05,Règlement client,3423.0,,2025-07-23,,,2025-07-21
2433,2025-07-21,CB Saint Renée-la-Forêt,FACT N°FACT-2025-004517,,873.04,Virement reçu,4517.0,,2025-07-22,,,2025-07-21
2434,2025-07-21,PRLV Paul Collège,REF FACTURE FACT-2025-000657,,7983.93,,657.0,,2025-07-21,,,2025-07-21
2435,2025-07-21,PRLV Boulanger,REF FACT-2025-002879,,10467.25,Facture soldée,2879.0,,2025-07-21,,,2025-07-21
2436,2025-07-21,CHEQUE Dubois S.A.S.,PAIEMENT FACTURE FACT-2025-002038,,8132.28,Virement reçu,2038.0,,2025-07-23,,,2025-07-21
2437,2025-07-21,PAIEMENT Hoarau,FACT N°FACT-2025-002841,,5987.94,Règlement client,2841.0,,2025-07-21,,,2025-07-21
2438,2025-07-21,VIR Lebreton Lycée,FACT N°FACT-2025-001704,,5127.21,,1704.0,,2025-07-23,,,2025-07-21
2439,2025-07-21,CB Vallet-sur-Mer Hôpit,REF FACT-2025-002715,,3604.77,Paiement conforme,2715.0,,2025-07-21,,,2025-07-21
2440,2025-07-21,REGLEMENT Ruiz S.A.R.L.,PAIEMENT FACTURE FACT-2025-001843,,11222.87,Facture soldée,1843.0,,2025-07-23,,,2025-07-21
2441,2025-07-21,CB Michel S.A.,REGLEMENT FACT-2025-004065,,4125.18,Virement reçu,4065.0,,2025-07-22,,,2025-07-21
2442,2025-07-21,VIREMENT Fleury,REGLEMENT FACT-2025-000675,,1821.44,,675.0,,2025-07-22,,,2025-07-21
2443,2025-07-21,VIR SEPA Pages Conseil Départ,FACT FACT-2025-000134,,8770.62,Facture soldée,134.0,,2025-07-23,,,2025-07-21
2444,2025-07-21,CHEQUE Charpentier SA,FACT FACT-2025-004764,,6413.52,Virement reçu,4764.0,,2025-07-23,,,2025-07-21
2445,2025-07-21,VIR SEPA Guillot S.A.S.,PAIEMENT FACTURE FACT-2025-000131,,11630.29,,131.0,,2025-07-22,,,2025-07-21
2446,2025-07-21,CHEQUE Perret,REGLEMENT FACT-2025-001676,,1209.4,Facture soldée,1676.0,,2025-07-21,,,2025-07-21
2447,2025-07-21,VIREMENT Maury Université,REGLEMENT FACT-2025-000993,,9133.52,Virement reçu,993.0,,2025-07-22,,,2025-07-21
2448,2025-07-21,CB Guillaume,FACTURE FACT-2025-002384,,9297.12,Règlement client,2384.0,,2025-07-22,,,2025-07-21
2449,2025-07-21,CHEQUE Fernandez Conseil Dé,FACT FACT-2025-003919,,6053.94,Virement reçu,3919.0,,2025-07-23,,,2025-07-21
2450,2025-07-21,VIR Allain Conseil Dépar,N° FACT-2025-003175,,8572.78,Paiement conforme,3175.0,,2025-07-21,,,2025-07-21
2451,2025-07-21,VIR SEPA Fernandez Conseil Dé,FACT N°FACT-2025-001154,,392.27,,1154.0,,2025-07-23,,,2025-07-21
2452,2025-07-21,VIR SEPA Dumont,N° FACT-2025-004636,,2234.92,Règlement client,4636.0,,2025-07-21,,,2025-07-21
2453,2025-07-21,VIR Petit Dupont S.A.S.,PAIEMENT FACTURE FACT-2025-004210,,899.56,Virement reçu,4210.0,,2025-07-22,,,2025-07-21
2454,2025-07-21,CHEQUE Le GoffVille Lycée,FACTURE FACT-2025-001325,,4625.24,Paiement conforme,1325.0,,2025-07-21,,,2025-07-21
2455,2025-07-21,PRLV Saint Charles-la-For,PAIEMENT FACTURE FACT-2025-002975,,7312.29,Facture soldée,2975.0,,2025-07-23,,,2025-07-21
2456,2025-07-21,CHEQUE Sainte Anouk Mairie,PAIEMENT FACTURE FACT-2025-001896,,2013.09,,1896.0,,2025-07-22,,,2025-07-21
2457,2025-07-21,CB Guichard Mairie,REGLEMENT FACT-2025-003865,,8921.21,,3865.0,,2025-07-23,,,2025-07-21
2458,2025-07-21,VIR Bertrand,N° FACT-2025-002631,,1731.12,Virement reçu,2631.0,,2025-07-21,,,2025-07-21
2459,2025-07-21,PAIEMENT Cohen Merle SA,FACTURE FACT-2025-001343,,3318.46,Facture soldée,1343.0,,2025-07-21,,,2025-07-21
2460,2025-07-21,PRLV Pages Conseil Départ,FACT FACT-2025-004840,,8934.8,,4840.0,,2025-07-21,,,2025-07-21
2461,2025-07-21,VIR Jourdan Carre SA,REF FACT-2025-001030,,134.63,,1030.0,,2025-07-21,,,2025-07-21
2462,2025-07-21,PAIEMENT Perrot S.A.R.L.,REF FACTURE FACT-2025-000183,,6890.72,,183.0,,2025-07-22,,,2025-07-21
2463,2025-07-21,PAIEMENT Auger Lycée,FACT FACT-2025-000356,,2216.62,Règlement client,356.0,,2025-07-21,,,2025-07-21
2464,2025-07-21,PRLV Briand,REF FACT-2025-003176,,5896.46,Paiement conforme,3176.0,,2025-07-22,,,2025-07-21
2465,2025-07-21,VIR Bernier Hôpital,REF FACTURE FACT-2025-002295,,6989.8,,2295.0,,2025-07-23,,,2025-07-21
2466,2025-07-21,CHEQUE Saint Jacques-la-For,N° FACT-2025-001838,,7175.17,Virement reçu,1838.0,,2025-07-21,,,2025-07-21
2467,2025-07-21,VIREMENT Sainte ThérèseBourg ,REGLEMENT FACT-2025-000728,,4179.87,Facture soldée,728.0,,2025-07-22,,,2025-07-21
2468,2025-07-21,PAIEMENT Chauveau-sur-Lombard,FACT FACT-2025-004273,,3646.63,Facture soldée,4273.0,,2025-07-22,,,2025-07-21
2469,2025-07-21,VIR SEPA Antoine,REF FACTURE FACT-2025-000834,,7719.12,Paiement conforme,834.0,,2025-07-22,,,2025-07-21
2470,2025-07-21,VIR SEPA Baudry Lycée,FACTURE FACT-2025-000330,,5066.29,Facture soldée,330.0,,2025-07-22,,,2025-07-21
2471,2025-07-21,VIREMENT Mathieu Laurent SARL,FACT N°FACT-2025-000987,,6752.88,Virement reçu,987.0,,2025-07-22,,,2025-07-21
2472,2025-07-21,VIR BaronVille Mairie,FACT N°FACT-2025-002980,,6052.51,Paiement conforme,2980.0,,2025-07-21,,,2025-07-21
2473,2025-07-21,VIR SEPA Augerdan Préfecture,REF FACT-2025-000619,,1272.6,Règlement client,619.0,,2025-07-21,,,2025-07-21
2474,2025-07-21,CHEQUE Collet,REF FACTURE FACT-2025-002413,,9945.86,Facture soldée,2413.0,,2025-07-21,,,2025-07-21
2475,2025-07-21,VIR SEPA Lévêque,FACTURE FACT-2025-001867,,5981.03,,1867.0,,2025-07-23,,,2025-07-21
2476,2025-07-21,VIR SEPA Pages Conseil Départ,FACT N°FACT-2025-003897,,965.13,Paiement conforme,3897.0,,2025-07-23,,,2025-07-21
2477,2025-07-21,PRLV Chauvet Devaux SARL,FACTURE FACT-2025-001985,,3299.46,Virement reçu,1985.0,,2025-07-21,,,2025-07-21
2478,2025-07-21,PRLV Charpentier S.A.,REGLEMENT FACT-2025-003296,,8529.36,Paiement conforme,3296.0,,2025-07-23,,,2025-07-21
2479,2025-07-21,PAIEMENT Delmas Blanchard SAR,PAIEMENT FACTURE FACT-2025-001614,,4995.51,Virement reçu,1614.0,,2025-07-22,,,2025-07-21
2480,2025-07-21,CB Thomas,FACT N°FACT-2025-000058,,7932.39,Facture soldée,58.0,,2025-07-23,,,2025-07-21
2481,2025-07-21,CHEQUE Voisin S.A.R.L.,REF FACT-2025-003271,,7928.8,Facture soldée,3271.0,,2025-07-23,,,2025-07-21
2482,2025-07-21,PAIEMENT Antoine,FACT FACT-2025-003976,,7576.65,Virement reçu,3976.0,,2025-07-23,,,2025-07-21
2483,2025-07-21,VIR SEPA Rousseau SA,PAIEMENT FACTURE FACT-2025-002162,,8066.61,Paiement conforme,2162.0,,2025-07-22,,,2025-07-21
2484,2025-07-21,PAIEMENT Lebrun,REGLEMENT FACT-2025-002706,,8488.54,Règlement client,2706.0,,2025-07-22,,,2025-07-21
2485,2025-07-21,CB Robert Payet et Fils,FACT FACT-2025-002177,,4643.88,Paiement conforme,2177.0,,2025-07-22,,,2025-07-21
2486,2025-07-21,REGLEMENT Moulin,FACT FACT-2025-003343,,3560.86,Virement reçu,3343.0,,2025-07-23,,,2025-07-21
2487,2025-07-21,VIR SEPA François Hôpital,N° FACT-2025-002541,,6752.38,Règlement client,2541.0,,2025-07-23,,,2025-07-21
2488,2025-07-21,PAIEMENT Fernandez Conseil Dé,REF FACTURE FACT-2025-004306,,7589.99,Paiement conforme,4306.0,,2025-07-21,,,2025-07-21
2489,2025-07-21,VIR SEPA Lemonnier Potier et ,REF FACT-2025-003428,,6451.65,Règlement client,3428.0,,2025-07-21,,,2025-07-21
2490,2025-07-21,CB Leduc SARL,REF FACT-2025-001934,,8517.29,Paiement conforme,1934.0,,2025-07-23,,,2025-07-21
2491,2025-07-21,VIREMENT Barbenec Collège,FACT FACT-2025-004263,,9161.46,Virement reçu,4263.0,,2025-07-23,,,2025-07-21
2492,2025-07-21,PAIEMENT Delmas Conseil Dépar,PAIEMENT FACTURE FACT-2025-000724,,6873.3,,724.0,,2025-07-21,,,2025-07-21
2493,2025-07-21,PRLV Marchand Morel SARL,REF FACT-2025-000776,,6398.0,Virement reçu,776.0,,2025-07-23,,,2025-07-21
2494,2025-07-21,VIREMENT Guillet-sur-Guillet ,REGLEMENT FACT-2025-002460,,5509.92,Virement reçu,2460.0,,2025-07-23,,,2025-07-21
2495,2025-07-21,REGLEMENT Gaudin et Fils,REF FACT-2025-004356,,4329.22,Virement reçu,4356.0,,2025-07-23,,,2025-07-21
2496,2025-07-21,VIR SEPA Fernandez Conseil Dé,PAIEMENT FACTURE FACT-2025-001732,,866.27,Règlement client,1732.0,,2025-07-22,,,2025-07-21
2497,2025-07-21,VIR SEPA Gérard Collège,REF FACT-2025-000463,,6783.9,Paiement conforme,463.0,,2025-07-21,,,2025-07-21
2498,2025-07-21,CB Delaunay,N° FACT-2025-004382,,6200.61,Paiement conforme,4382.0,,2025-07-23,,,2025-07-21
2499,2025-07-21,VIREMENT Riou Conseil Départe,REGLEMENT FACT-2025-003756,,4351.01,Paiement conforme,3756.0,,2025-07-22,,,2025-07-21
2500,2025-07-21,VIR SEPA Tanguy,PAIEMENT FACTURE FACT-2025-002538,,2090.02,Paiement conforme,2538.0,,2025-07-21,,,2025-07-21
2501,2025-07-21,CB Fabredan Lycée,FACT FACT-2025-000941,,9942.72,Virement reçu,941.0,,2025-07-21,,,2025-07-21
2502,2025-07-21,REGLEMENT Dumont S.A.,REGLEMENT FACT-2025-004127,,4813.51,Règlement client,4127.0,,2025-07-21,,,2025-07-21
2503,2025-07-21,CHEQUE Marie Lycée,N° FACT-2025-004862,,6203.38,,4862.0,,2025-07-22,,,2025-07-21
2504,2025-07-21,PRLV Roche S.A.,PAIEMENT FACTURE FACT-2025-002604,,10283.38,Paiement conforme,2604.0,,2025-07-21,,,2025-07-21
2505,2025-07-21,VIR SEPA Bertrand SARL,REF FACT-2025-000416,,9878.84,,416.0,,2025-07-23,,,2025-07-21
2506,2025-07-21,REGLEMENT Delmas-sur-Gros Mair,REF FACT-2025-002883,,3156.99,Facture soldée,2883.0,,2025-07-23,,,2025-07-21
2507,2025-07-21,VIREMENT Hoarau,N° FACT-2025-003502,,11187.24,,3502.0,,2025-07-21,,,2025-07-21
2508,2025-07-21,PRLV Berthelot Conseil Dé,REF FACTURE FACT-2025-002518,,8687.22,Règlement client,2518.0,,2025-07-22,,,2025-07-21
2509,2025-07-21,VIR SEPA Fournier Lycée,FACTURE FACT-2025-002693,,3152.47,Virement reçu,2693.0,,2025-07-21,,,2025-07-21
2510,2025-07-21,VIREMENT Prévost,REF FACT-2025-000411,,4751.42,Facture soldée,411.0,,2025-07-21,,,2025-07-21
2511,2025-07-21,VIREMENT Auger Lycée,N° FACT-2025-001304,,1838.31,Paiement conforme,1304.0,,2025-07-22,,,2025-07-21
2512,2025-07-21,VIR SEPA Sainte Maggie-la-For,FACTURE FACT-2025-003815,,6357.45,Facture soldée,3815.0,,2025-07-23,,,2025-07-21
2513,2025-07-21,VIREMENT Le Gall,REF FACT-2025-002137,,543.62,,2137.0,,2025-07-21,,,2025-07-21
2514,2025-07-21,CHEQUE Saint Jacques-la-For,REGLEMENT FACT-2025-001020,,3927.58,,1020.0,,2025-07-22,,,2025-07-21
2515,2025-07-21,VIR Mendès,N° FACT-2025-004756,,3840.42,,4756.0,,2025-07-21,,,2025-07-21
2516,2025-07-21,VIR Saint Guillaumeboeuf,N° FACT-2025-000956,,4117.76,Virement reçu,956.0,,2025-07-22,,,2025-07-21
2517,2025-07-21,CB Normand SARL,REGLEMENT FACT-2025-002632,,6220.96,Virement reçu,2632.0,,2025-07-21,,,2025-07-21
2518,2025-07-21,VIR SEPA Maurice et Fils,PAIEMENT FACTURE FACT-2025-003003,,4088.77,Paiement conforme,3003.0,,2025-07-23,,,2025-07-21
2519,2025-07-21,PAIEMENT Guillou,FACT FACT-2025-001853,,4148.93,Facture soldée,1853.0,,2025-07-23,,,2025-07-21
2520,2025-07-21,PAIEMENT Thierryboeuf Hôpital,PAIEMENT FACTURE FACT-2025-001355,,3401.56,Virement reçu,1355.0,,2025-07-21,,,2025-07-21
2521,2025-07-21,VIR SEPA Imbert Hôpital,REGLEMENT FACT-2025-000118,,3244.94,,118.0,,2025-07-22,,,2025-07-21
2522,2025-07-21,PAIEMENT Riou Conseil Départe,REF FACTURE FACT-2025-002317,,9054.81,,2317.0,,2025-07-23,,,2025-07-21
2523,2025-07-21,PRLV Pereiradan Collège,FACTURE FACT-2025-002113,,749.47,,2113.0,,2025-07-22,,,2025-07-21
2524,2025-07-21,VIR Faure-les-Bains Hôpi,PAIEMENT FACTURE FACT-2025-001326,,9963.17,Virement reçu,1326.0,,2025-07-21,,,2025-07-21
2525,2025-07-21,CB Besnard,N° FACT-2025-002112,,2737.22,Facture soldée,2112.0,,2025-07-21,,,2025-07-21
2526,2025-07-21,VIREMENT Collet Lycée,REF FACTURE FACT-2025-004717,,2164.76,Facture soldée,4717.0,,2025-07-22,,,2025-07-21
2527,2025-07-21,VIREMENT Munoz Mathieu SA,FACT N°FACT-2025-004365,,9409.96,Règlement client,4365.0,,2025-07-22,,,2025-07-21
2528,2025-07-21,REGLEMENT Lemoine S.A.R.L.,FACTURE FACT-2025-004022,,10901.63,Paiement conforme,4022.0,,2025-07-21,,,2025-07-21
2529,2025-07-21,CB Clément Delmas S.A.,REGLEMENT FACT-2025-001136,,2681.25,Virement reçu,1136.0,,2025-07-22,,,2025-07-21
2530,2025-07-21,VIREMENT Vidal Préfecture,REF FACT-2025-001330,,2357.8,Facture soldée,1330.0,,2025-07-22,,,2025-07-21
2531,2025-07-21,VIR Langlois,REGLEMENT FACT-2025-000323,,6007.6,Paiement conforme,323.0,,2025-07-21,,,2025-07-21
2532,2025-07-21,CHEQUE Brun Conseil Départe,PAIEMENT FACTURE FACT-2025-002679,,8134.66,Facture soldée,2679.0,,2025-07-23,,,2025-07-21
2533,2025-07-21,VIREMENT Weber,FACT N°FACT-2025-001719,,2086.41,Facture soldée,1719.0,,2025-07-23,,,2025-07-21
2534,2025-07-21,VIR Arnaud Université,N° FACT-2025-001682,,4207.45,Virement reçu,1682.0,,2025-07-22,,,2025-07-21
2535,2025-07-21,CHEQUE Legros,REF FACTURE FACT-2025-000045,,5494.21,Paiement conforme,45.0,,2025-07-23,,,2025-07-21
2536,2025-07-21,PAIEMENT Toussaint S.A.R.L.,N° FACT-2025-003581,,4058.69,,3581.0,,2025-07-21,,,2025-07-21
2537,2025-07-21,REGLEMENT Aubry,REF FACTURE FACT-2025-004789,,6830.26,,4789.0,,2025-07-21,,,2025-07-21
2538,2025-07-21,VIR SEPA Léger Lycée,REF FACT-2025-004063,,922.14,Facture soldée,4063.0,,2025-07-21,,,2025-07-21
2539,2025-07-21,REGLEMENT Maury,REF FACT-2025-004226,,1600.42,Virement reçu,4226.0,,2025-07-22,,,2025-07-21
2540,2025-07-21,PRLV Rossi-sur-Blanc Cons,FACTURE FACT-2025-002683,,839.73,Paiement conforme,2683.0,,2025-07-21,,,2025-07-21
2541,2025-07-21,PAIEMENT Pereiradan Collège,REF FACTURE FACT-2025-004688,,7570.44,Paiement conforme,4688.0,,2025-07-23,,,2025-07-21
2542,2025-07-21,CB Saint Nicole-la-Forê,FACT FACT-2025-002328,,8168.22,,2328.0,,2025-07-21,,,2025-07-21
2543,2025-07-21,VIREMENT Bazin Hôpital,FACT FACT-2025-001244,,4591.2,Paiement conforme,1244.0,,2025-07-22,,,2025-07-21
2544,2025-07-21,VIREMENT Besson Leroux SA,N° FACT-2025-001930,,9217.27,Facture soldée,1930.0,,2025-07-23,,,2025-07-21
2545,2025-07-21,CHEQUE Picard Conseil Dépar,REGLEMENT FACT-2025-002629,,8284.06,Virement reçu,2629.0,,2025-07-21,,,2025-07-21
2546,2025-07-21,VIR SEPA Bonnet SARL,FACT FACT-2025-001499,,6492.21,Facture soldée,1499.0,,2025-07-23,,,2025-07-21
2547,2025-07-21,REGLEMENT Berthelotnec Préfect,N° FACT-2025-003087,,5365.56,Règlement client,3087.0,,2025-07-23,,,2025-07-21
2548,2025-07-21,VIREMENT Joseph,PAIEMENT FACTURE FACT-2025-003809,,10871.95,,3809.0,,2025-07-23,,,2025-07-21
2549,2025-07-21,CB Klein Meunier SA,FACT FACT-2025-003264,,401.02,Paiement conforme,3264.0,,2025-07-21,,,2025-07-21
2550,2025-07-21,CB Pires,N° FACT-2025-003767,,9626.09,Facture soldée,3767.0,,2025-07-22,,,2025-07-21
2551,2025-07-21,CB Launay,FACT N°FACT-2025-002305,,9226.28,Règlement client,2305.0,,2025-07-22,,,2025-07-21
2552,2025-07-21,PAIEMENT Paul Collège,FACT N°FACT-2025-003911,,6731.14,Paiement conforme,3911.0,,2025-07-23,,,2025-07-21
2553,2025-07-21,VIREMENT Schneider Mairie,REF FACT-2025-002323,,1649.07,Virement reçu,2323.0,,2025-07-22,,,2025-07-21
2554,2025-07-21,PRLV Michaud-sur-Mer Préf,FACTURE FACT-2025-000640,,7598.54,,640.0,,2025-07-21,,,2025-07-21
2555,2025-07-21,PRLV Cordier SARL,REGLEMENT FACT-2025-004413,,3097.04,Règlement client,4413.0,,2025-07-21,,,2025-07-21
2556,2025-07-21,CB Lamy,REGLEMENT FACT-2025-002329,,8798.26,Virement reçu,2329.0,,2025-07-23,,,2025-07-21
2557,2025-07-21,VIR Léger Rémy SARL,FACT N°FACT-2025-003940,,8061.57,Facture soldée,3940.0,,2025-07-23,,,2025-07-21
2558,2025-07-21,CB Rossi,REGLEMENT FACT-2025-001730,,8897.84,Règlement client,1730.0,,2025-07-21,,,2025-07-21
2559,2025-07-21,VIREMENT Cohen SARL,N° FACT-2025-002873,,6605.77,Virement reçu,2873.0,,2025-07-21,,,2025-07-21
2560,2025-07-21,CHEQUE Alexandre Collège,REF FACT-2025-001760,,8748.52,Paiement conforme,1760.0,,2025-07-21,,,2025-07-21
2561,2025-07-21,PAIEMENT Lefort,REF FACT-2025-004456,,2211.05,Règlement client,4456.0,,2025-07-21,,,2025-07-21
2562,2025-07-21,REGLEMENT Leroy Conseil Départ,FACT FACT-2025-000840,,5257.62,Facture soldée,840.0,,2025-07-21,,,2025-07-21
2563,2025-07-21,VIR Cohen Merle SA,PAIEMENT FACTURE FACT-2025-002596,,2701.53,Paiement conforme,2596.0,,2025-07-21,,,2025-07-21
2564,2025-07-21,CB Petitjean-la-Forêt M,REF FACTURE FACT-2025-002221,,7303.01,,2221.0,,2025-07-22,,,2025-07-21
2565,2025-07-21,VIREMENT Caron,FACT N°FACT-2025-001247,,5950.52,Règlement client,1247.0,,2025-07-21,,,2025-07-21
2566,2025-07-21,VIR SEPA Lambert Hôpital,REF FACT-2025-000369,,5900.31,,369.0,,2025-07-21,,,2025-07-21
2567,2025-07-21,PRLV Legrand,REGLEMENT FACT-2025-004299,,8717.6,Facture soldée,4299.0,,2025-07-23,,,2025-07-21
2568,2025-07-21,VIR SEPA Chrétien Collège,REF FACT-2025-000340,,9906.16,Virement reçu,340.0,,2025-07-23,,,2025-07-21
2569,2025-07-21,CB Moulin,FACT FACT-2025-003513,,2719.88,Règlement client,3513.0,,2025-07-22,,,2025-07-21
2570,2025-07-21,VIR SEPA Maurice,PAIEMENT FACTURE FACT-2025-003915,,2443.45,,3915.0,,2025-07-23,,,2025-07-21
2571,2025-07-21,PRLV Poirierboeuf Collège,REF FACTURE FACT-2025-003172,,2804.23,Facture soldée,3172.0,,2025-07-21,,,2025-07-21
2572,2025-07-21,VIR SEPA Breton Guichard S.A.,FACT FACT-2025-002634,,6306.23,Règlement client,2634.0,,2025-07-21,,,2025-07-21
2573,2025-07-21,PRLV Julien Boyer S.A.,FACTURE FACT-2025-002514,,5233.34,,2514.0,,2025-07-22,,,2025-07-21
2574,2025-07-21,CB Legros,REF FACTURE FACT-2025-003189,,5555.28,Virement reçu,3189.0,,2025-07-22,,,2025-07-21
2575,2025-07-21,CHEQUE Charpentier S.A.,N° FACT-2025-003853,,2894.12,Virement reçu,3853.0,,2025-07-23,,,2025-07-21
2576,2025-07-21,VIREMENT Albert Préfecture,FACTURE FACT-2025-002721,,5903.78,,2721.0,,2025-07-23,,,2025-07-21
2577,2025-07-21,VIR Meunier et Fils,REGLEMENT FACT-2025-004925,,9981.63,Facture soldée,4925.0,,2025-07-23,,,2025-07-21
2578,2025-07-21,VIR Benard S.A.,REF FACT-2025-000562,,1896.47,Paiement conforme,562.0,,2025-07-21,,,2025-07-21
2579,2025-07-21,PAIEMENT Muller-sur-Ribeiro M,REF FACT-2025-002419,,7380.92,Virement reçu,2419.0,,2025-07-21,,,2025-07-21
2580,2025-07-21,VIR SEPA Auger-sur-Bodin Hôpi,FACTURE FACT-2025-001166,,3046.12,Facture soldée,1166.0,,2025-07-23,,,2025-07-21
2581,2025-07-21,PAIEMENT Georges Hôpital,REF FACTURE FACT-2025-002062,,7668.77,Paiement conforme,2062.0,,2025-07-23,,,2025-07-21
2582,2025-07-21,REGLEMENT Laroche,PAIEMENT FACTURE FACT-2025-002287,,8698.76,,2287.0,,2025-07-21,,,2025-07-21
2583,2025-07-21,VIR SEPA HernandezBourg Unive,N° FACT-2025-002496,,6586.49,Paiement conforme,2496.0,,2025-07-22,,,2025-07-21
2584,2025-07-21,PAIEMENT Tanguy,FACT FACT-2025-004138,,4267.84,Virement reçu,4138.0,,2025-07-23,,,2025-07-21
2585,2025-07-21,VIR Joseph Université,REF FACTURE FACT-2025-001236,,4645.03,Paiement conforme,1236.0,,2025-07-21,,,2025-07-21
2586,2025-07-21,PRLV Bourgeois Lycée,N° FACT-2025-004284,,3526.94,Paiement conforme,4284.0,,2025-07-23,,,2025-07-21
2587,2025-07-21,VIR Saint Daniel Univers,FACT N°FACT-2025-003686,,8979.39,Règlement client,3686.0,,2025-07-23,,,2025-07-21
2588,2025-07-21,CB Olivier,REF FACTURE FACT-2025-003161,,9089.82,Virement reçu,3161.0,,2025-07-22,,,2025-07-21
2589,2025-07-21,CB Sauvage-les-Bains Ma,FACTURE FACT-2025-004734,,3243.95,Règlement client,4734.0,,2025-07-22,,,2025-07-21
2590,2025-07-21,CHEQUE LombardBourg Mairie,FACTURE FACT-2025-002022,,1228.44,Règlement client,2022.0,,2025-07-21,,,2025-07-21
2591,2025-07-21,REGLEMENT Marion-sur-Léger Hôp,FACT FACT-2025-000572,,6645.73,Paiement conforme,572.0,,2025-07-21,,,2025-07-21
2592,2025-07-21,CB Sauvage,REF FACT-2025-004994,,3669.98,Règlement client,4994.0,,2025-07-22,,,2025-07-21
2593,2025-07-21,CHEQUE Hervé Navarro et Fil,REF FACTURE FACT-2025-002158,,4806.87,Virement reçu,2158.0,,2025-07-21,,,2025-07-21
2594,2025-07-21,VIREMENT Launay,FACTURE FACT-2025-003705,,251.39,Règlement client,3705.0,,2025-07-21,,,2025-07-21
2595,2025-07-21,CB Collin Mairie,REF FACTURE FACT-2025-004853,,9164.59,Paiement conforme,4853.0,,2025-07-23,,,2025-07-21
2596,2025-07-21,CB Guillet-sur-Guillet ,REGLEMENT FACT-2025-004443,,3145.05,Règlement client,4443.0,,2025-07-22,,,2025-07-21
2597,2025-07-21,CB Cousin SA,REGLEMENT FACT-2025-001489,,802.28,Règlement client,1489.0,,2025-07-22,,,2025-07-21
2598,2025-07-21,CHEQUE Sainte Madeleine Hôp,REGLEMENT FACT-2025-004015,,2808.89,Facture soldée,4015.0,,2025-07-23,,,2025-07-21
2599,2025-07-21,VIR Baudry Lycée,REF FACTURE FACT-2025-000260,,2101.31,Virement reçu,260.0,,2025-07-23,,,2025-07-21
2600,2025-07-21,CB Gilbert,REF FACTURE FACT-2025-001946,,893.54,Facture soldée,1946.0,,2025-07-21,,,2025-07-21
2601,2025-07-21,REGLEMENT Peltier,REF FACT-2025-001277,,2487.8,Virement reçu,1277.0,,2025-07-23,,,2025-07-21
2602,2025-07-21,PAIEMENT Dumont S.A.,PAIEMENT FACTURE FACT-2025-002938,,2168.22,,2938.0,,2025-07-22,,,2025-07-21
2603,2025-07-21,REGLEMENT Fabredan Lycée,FACT FACT-2025-000212,,6223.47,Règlement client,212.0,,2025-07-22,,,2025-07-21
2604,2025-07-21,VIR SEPA Maurice et Fils,FACT FACT-2025-004742,,4958.5,Virement reçu,4742.0,,2025-07-23,,,2025-07-21
2605,2025-07-21,PAIEMENT Vallet S.A.R.L.,FACT N°FACT-2025-001391,,7197.87,Virement reçu,1391.0,,2025-07-22,,,2025-07-21
2606,2025-07-21,CHEQUE Aubert,FACT N°FACT-2025-001057,,8846.54,Facture soldée,1057.0,,2025-07-22,,,2025-07-21
2607,2025-07-21,VIR SEPA Delmas-sur-Gros Mair,N° FACT-2025-003361,,9160.01,Facture soldée,3361.0,,2025-07-21,,,2025-07-21
2608,2025-07-21,PRLV Dupuis,FACT FACT-2025-003283,,9388.62,Facture soldée,3283.0,,2025-07-21,,,2025-07-21
2609,2025-07-21,PRLV Meyer S.A.,FACTURE FACT-2025-004502,,9333.94,Facture soldée,4502.0,,2025-07-22,,,2025-07-21
2610,2025-07-21,REGLEMENT Rivière,FACT FACT-2025-000659,,9338.2,Paiement conforme,659.0,,2025-07-21,,,2025-07-21
2611,2025-07-21,CHEQUE Guyon,N° FACT-2025-003951,,3370.55,Règlement client,3951.0,,2025-07-22,,,2025-07-21
2612,2025-07-21,VIREMENT Maurice,N° FACT-2025-004045,,2589.55,Règlement client,4045.0,,2025-07-22,,,2025-07-21
2613,2025-07-21,REGLEMENT Maury Université,FACTURE FACT-2025-002697,,2072.45,,2697.0,,2025-07-23,,,2025-07-21
2614,2025-07-21,CHEQUE Le Roux,N° FACT-2025-000372,,770.45,,372.0,,2025-07-22,,,2025-07-21
2615,2025-07-21,REGLEMENT Launay,REF FACT-2025-004225,,8462.23,Facture soldée,4225.0,,2025-07-21,,,2025-07-21
2616,2025-07-21,PRLV Saint Jacques-la-For,PAIEMENT FACTURE FACT-2025-002579,,2189.79,Règlement client,2579.0,,2025-07-21,,,2025-07-21
2617,2025-07-21,VIREMENT Payet,FACT N°FACT-2025-001490,,826.3,Règlement client,1490.0,,2025-07-21,,,2025-07-21
2618,2025-07-21,VIR SEPA Letellier,PAIEMENT FACTURE FACT-2025-001251,,9121.77,Virement reçu,1251.0,,2025-07-23,,,2025-07-21
2619,2025-07-21,PAIEMENT Lévy Préfecture,REF FACTURE FACT-2025-001651,,6439.47,Paiement conforme,1651.0,,2025-07-22,,,2025-07-21
2620,2025-07-21,REGLEMENT Regnier Université,REF FACTURE FACT-2025-004792,,3920.79,Virement reçu,4792.0,,2025-07-21,,,2025-07-21
