INVOICE_ID,CLIENT_ID,INVOICE_DATE,PAYMENT_DATE,STATUS,INVOICE_NUMBER,INVOICE_YEAR,PO,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,CLIENT_TYPE,CREATED_AT,TOTAL_HT,AMOUNT_TTC,MONTANT_TVA,RAS_5P,RAS_TVA,AMOUNT_TO_PAY
2666,616,2025-07-22,,OVERDUE,FACT-2025-002666,2025,PO-4528,64.59,94,2025-07-24,2025-07-26,2025-10-20,Prestation L'assurance de rouler plus facilement,PUBLIC,2025-07-22,6071.7,7286.04,1214.34,303.58,910.75,6071.7
2667,329,2025-07-22,2025-07-22,PAID,FACT-2025-002667,2025,PO-7097,73.34,64,2025-07-24,2025-07-28,2025-09-26,Prestation L'avantage de louer à la pointe,PRIVATE,2025-07-22,4693.51,5162.86,469.35,0.0,0.0,5162.86
2668,800,2025-07-22,2025-07-22,PAID,FACT-2025-002668,2025,PO-5120,114.03,23,2025-07-23,2025-07-24,2025-09-13,Prestation L'art d'avancer à l'état pur,PUBLIC,2025-07-22,2622.59,3147.11,524.52,131.13,393.39,2622.59
2669,623,2025-07-22,2025-07-22,PAID,FACT-2025-002669,2025,PO-3065,213.04,25,2025-07-22,2025-07-23,2025-09-16,Prestation Le droit de changer plus rapidement,PRIVATE,2025-07-22,5326.01,6391.21,1065.2,0.0,0.0,6391.21
2670,413,2025-07-22,,UNPAID,FACT-2025-002670,2025,PO-8641,423.85,7,2025-07-22,2025-07-23,2025-08-06,Prestation L'avantage d'innover plus rapidement,PUBLIC,2025-07-22,2966.97,3560.36,593.39,148.35,445.05,2966.97
2671,409,2025-07-22,2025-07-22,PARTIAL,FACT-2025-002671,2025,PO-1553,37.13,84,2025-07-22,2025-07-27,2025-08-14,Prestation L'art de rouler à sa source,PUBLIC,2025-07-22,3119.1,3742.92,623.82,155.96,467.87,3119.1
2672,292,2025-07-22,2025-07-22,PAID,FACT-2025-002672,2025,,47.05,27,2025-07-24,2025-07-29,2025-08-15,Prestation Le droit d'avancer plus rapidement,PRIVATE,2025-07-22,1270.27,1524.32,254.05,0.0,0.0,1524.32
2673,508,2025-07-22,2025-07-22,PAID,FACT-2025-002673,2025,PO-6361,5.42,79,2025-07-23,2025-07-25,2025-10-14,Prestation L'avantage d'évoluer à la pointe,PUBLIC,2025-07-22,428.4,514.08,85.68,21.42,64.26,428.4
2674,688,2025-07-22,2025-07-22,PAID,FACT-2025-002674,2025,PO-1186,74.5,90,2025-07-23,2025-07-26,2025-08-26,Prestation Le droit d'innover à l'état pur,PUBLIC,2025-07-22,6704.58,8045.5,1340.92,335.23,1005.69,6704.58
2675,338,2025-07-22,2025-07-22,PAID,FACT-2025-002675,2025,PO-8937,80.4,30,2025-07-24,2025-07-26,2025-08-13,Prestation La liberté d'atteindre vos buts de manière efficace,PUBLIC,2025-07-22,2411.97,2894.36,482.39,120.6,361.8,2411.97
2676,437,2025-07-22,2025-07-22,PAID,FACT-2025-002676,2025,PO-9932,33.55,80,2025-07-23,2025-07-28,2025-08-19,Prestation Le plaisir d'atteindre vos buts à l'état pur,PUBLIC,2025-07-22,2684.09,3220.91,536.82,134.2,402.61,2684.09
2677,35,2025-07-22,2025-07-22,PAID,FACT-2025-002677,2025,PO-6971,800.5,11,2025-07-24,2025-07-27,2025-09-26,Prestation Le plaisir de louer à sa source,PUBLIC,2025-07-22,8805.53,10566.64,1761.11,440.28,1320.83,8805.53
2678,252,2025-07-22,2025-07-22,PAID,FACT-2025-002678,2025,PO-6459,61.02,68,2025-07-24,2025-07-25,2025-10-02,Prestation L'art d'avancer naturellement,PUBLIC,2025-07-22,4149.5,4979.4,829.9,207.48,622.43,4149.5
2679,492,2025-07-22,2025-07-22,PAID,FACT-2025-002679,2025,PO-2974,199.36,40,2025-07-22,2025-07-25,2025-08-06,Prestation La possibilité de louer de manière efficace,PUBLIC,2025-07-22,7974.49,9569.39,1594.9,398.72,1196.17,7974.49
2680,728,2025-07-22,2025-07-22,PARTIAL,FACT-2025-002680,2025,PO-6173,106.46,62,2025-07-22,2025-07-25,2025-09-03,Prestation Le confort d'atteindre vos buts de manière efficace,PUBLIC,2025-07-22,6600.82,7920.98,1320.16,330.04,990.12,6600.82
2681,415,2025-07-22,2025-07-22,PAID,FACT-2025-002681,2025,PO-9131,60.35,83,2025-07-22,2025-07-23,2025-08-12,Prestation L'assurance de concrétiser vos projets plus facilement,PUBLIC,2025-07-22,5009.09,6010.91,1001.82,250.45,751.36,5009.09
2682,359,2025-07-22,2025-07-22,PAID,FACT-2025-002682,2025,,68.22,85,2025-07-22,2025-07-24,2025-09-28,Prestation L'art de changer de manière efficace,PRIVATE,2025-07-22,5798.43,6117.34,318.91,0.0,0.0,6117.34
2683,151,2025-07-22,2025-07-22,PAID,FACT-2025-002683,2025,PO-4168,30.87,26,2025-07-24,2025-07-27,2025-10-19,Prestation L'avantage de rouler de manière efficace,PUBLIC,2025-07-22,802.73,963.28,160.55,40.14,120.41,802.73
2684,216,2025-07-22,2025-07-22,PAID,FACT-2025-002684,2025,,50.53,38,2025-07-23,2025-07-24,2025-08-30,Prestation Le pouvoir de changer à la pointe,PUBLIC,2025-07-22,1920.1,2304.12,384.02,96.0,288.01,1920.1
2685,318,2025-07-22,2025-07-22,PAID,FACT-2025-002685,2025,PO-1420,2.88,35,2025-07-23,2025-07-27,2025-09-11,Prestation La possibilité d'évoluer à la pointe,PUBLIC,2025-07-22,100.85,121.02,20.17,5.04,15.13,100.85
2686,455,2025-07-22,,UNPAID,FACT-2025-002686,2025,,189.44,41,2025-07-24,2025-07-29,2025-09-28,Prestation L'assurance d'atteindre vos buts sans soucis,PRIVATE,2025-07-22,7767.22,8194.42,427.2,0.0,0.0,8194.42
2687,6,2025-07-22,2025-07-22,PAID,FACT-2025-002687,2025,PO-8720,99.95,78,2025-07-24,2025-07-28,2025-09-27,Prestation L'art de concrétiser vos projets à sa source,PUBLIC,2025-07-22,7796.18,9355.42,1559.24,389.81,1169.43,7796.18
2688,645,2025-07-22,2025-07-22,PAID,FACT-2025-002688,2025,PO-9818,82.13,85,2025-07-22,2025-07-27,2025-09-20,Prestation Le droit d'évoluer autrement,PUBLIC,2025-07-22,6981.26,8377.51,1396.25,349.06,1047.19,6981.26
2689,608,2025-07-22,2025-07-22,PAID,FACT-2025-002689,2025,PO-2202,60.81,33,2025-07-23,2025-07-24,2025-09-09,Prestation L'art de rouler plus rapidement,PRIVATE,2025-07-22,2006.6,2116.96,110.36,0.0,0.0,2116.96
2690,572,2025-07-22,2025-07-22,PAID,FACT-2025-002690,2025,,499.24,11,2025-07-23,2025-07-28,2025-08-06,Prestation Le pouvoir d'atteindre vos buts avant-tout,PUBLIC,2025-07-22,5491.63,6589.96,1098.33,274.58,823.74,5491.63
2691,98,2025-07-22,2025-07-22,PAID,FACT-2025-002691,2025,PO-5077,157.4,51,2025-07-23,2025-07-27,2025-09-08,Prestation La liberté d'atteindre vos buts avant-tout,PUBLIC,2025-07-22,8027.59,9633.11,1605.52,401.38,1204.14,8027.59
2692,617,2025-07-22,2025-07-22,PAID,FACT-2025-002692,2025,PO-5670,81.47,61,2025-07-24,2025-07-25,2025-09-25,Prestation L'assurance d'évoluer de manière efficace,PUBLIC,2025-07-22,4969.78,5963.74,993.96,248.49,745.47,4969.78
2693,12,2025-07-22,2025-07-22,PAID,FACT-2025-002693,2025,PO-5526,81.44,40,2025-07-24,2025-07-26,2025-08-07,Prestation Le pouvoir de changer à sa source,PUBLIC,2025-07-22,3257.44,3908.93,651.49,162.87,488.62,3257.44
2694,19,2025-07-22,2025-07-22,PAID,FACT-2025-002694,2025,PO-7268,12.95,70,2025-07-22,2025-07-27,2025-10-14,Prestation L'art d'avancer de manière sûre,PRIVATE,2025-07-22,906.21,956.05,49.84,0.0,0.0,956.05
2695,404,2025-07-22,2025-07-22,PAID,FACT-2025-002695,2025,PO-5566,130.88,70,2025-07-22,2025-07-23,2025-09-05,Prestation Le confort d'atteindre vos buts plus rapidement,PRIVATE,2025-07-22,9161.85,10994.22,1832.37,0.0,0.0,10994.22
2696,644,2025-07-22,2025-07-22,PAID,FACT-2025-002696,2025,PO-6536,4.38,51,2025-07-24,2025-07-25,2025-10-01,Prestation La possibilité d'atteindre vos buts à l'état pur,PRIVATE,2025-07-22,223.23,245.55,22.32,0.0,0.0,245.55
2697,93,2025-07-22,2025-07-22,PAID,FACT-2025-002697,2025,,79.47,27,2025-07-23,2025-07-26,2025-09-30,Prestation La liberté d'innover avant-tout,PUBLIC,2025-07-22,2145.8,2574.96,429.16,107.29,321.87,2145.8
2698,351,2025-07-22,2025-07-22,PAID,FACT-2025-002698,2025,PO-1338,119.64,78,2025-07-24,2025-07-28,2025-08-22,Prestation L'avantage d'évoluer plus facilement,PRIVATE,2025-07-22,9332.15,10265.36,933.22,0.0,0.0,10265.36
2699,516,2025-07-22,2025-07-22,PAID,FACT-2025-002699,2025,PO-1697,65.45,78,2025-07-24,2025-07-25,2025-09-30,Prestation Le confort de concrétiser vos projets à la pointe,PRIVATE,2025-07-22,5105.33,6126.4,1021.07,0.0,0.0,6126.4
2700,611,2025-07-22,2025-07-22,PAID,FACT-2025-002700,2025,,88.43,70,2025-07-22,2025-07-23,2025-08-21,Prestation L'assurance de changer avant-tout,PUBLIC,2025-07-22,6189.82,7427.78,1237.96,309.49,928.47,6189.82
2701,710,2025-07-22,2025-07-22,PAID,FACT-2025-002701,2025,PO-2576,109.31,19,2025-07-24,2025-07-27,2025-09-03,Prestation L'avantage d'avancer à sa source,PRIVATE,2025-07-22,2076.95,2284.64,207.69,0.0,0.0,2284.64
2702,344,2025-07-22,2025-07-22,PAID,FACT-2025-002702,2025,PO-2954,26.94,21,2025-07-24,2025-07-27,2025-10-15,Prestation L'avantage de louer autrement,PRIVATE,2025-07-22,565.75,622.33,56.58,0.0,0.0,622.33
2703,115,2025-07-22,2025-07-22,PAID,FACT-2025-002703,2025,PO-3603,52.3,88,2025-07-24,2025-07-28,2025-08-10,Prestation Le confort d'innover à sa source,PUBLIC,2025-07-22,4602.74,5523.29,920.55,230.14,690.41,4602.74
2705,488,2025-07-22,2025-07-22,PAID,FACT-2025-002705,2025,,32.61,93,2025-07-23,2025-07-26,2025-09-21,Prestation Le droit de changer plus rapidement,PRIVATE,2025-07-22,3033.03,3639.64,606.61,0.0,0.0,3639.64
2706,59,2025-07-22,2025-07-22,PAID,FACT-2025-002706,2025,,198.21,38,2025-07-24,2025-07-26,2025-08-31,Prestation Le pouvoir d'avancer naturellement,PRIVATE,2025-07-22,7532.08,8285.29,753.21,0.0,0.0,8285.29
2707,633,2025-07-22,2025-07-22,PAID,FACT-2025-002707,2025,,67.78,63,2025-07-24,2025-07-27,2025-09-06,Prestation L'assurance de louer de manière sûre,PRIVATE,2025-07-22,4270.12,4697.13,427.01,0.0,0.0,4697.13
2708,136,2025-07-22,2025-07-22,PAID,FACT-2025-002708,2025,PO-1222,155.38,49,2025-07-23,2025-07-25,2025-09-06,Prestation L'assurance de changer à la pointe,PRIVATE,2025-07-22,7613.55,8032.3,418.75,0.0,0.0,8032.3
2709,142,2025-07-22,2025-07-22,PAID,FACT-2025-002709,2025,PO-8346,181.29,17,2025-07-24,2025-07-28,2025-08-15,Prestation Le confort d'évoluer plus facilement,PRIVATE,2025-07-22,3081.95,3390.14,308.19,0.0,0.0,3390.14
2710,7,2025-07-22,2025-07-22,PAID,FACT-2025-002710,2025,PO-7491,481.91,7,2025-07-22,2025-07-26,2025-10-11,Prestation L'avantage de rouler autrement,PRIVATE,2025-07-22,3373.38,3710.72,337.34,0.0,0.0,3710.72
2711,406,2025-07-22,2025-07-22,PAID,FACT-2025-002711,2025,,20.29,68,2025-07-22,2025-07-26,2025-08-07,Prestation Le plaisir d'évoluer en toute tranquilité,PUBLIC,2025-07-22,1379.73,1655.68,275.95,68.99,206.96,1379.73
2712,90,2025-07-22,,UNPAID,FACT-2025-002712,2025,PO-4544,82.58,76,2025-07-24,2025-07-28,2025-09-09,Prestation L'avantage d'évoluer en toute tranquilité,PUBLIC,2025-07-22,6276.06,7531.27,1255.21,313.8,941.41,6276.06
2713,601,2025-07-22,,SENT,FACT-2025-002713,2025,PO-1472,7.17,95,2025-07-22,2025-07-27,2025-08-21,Prestation La liberté de rouler à la pointe,PUBLIC,2025-07-22,681.15,817.38,136.23,34.06,102.17,681.15
2714,147,2025-07-22,2025-07-22,PAID,FACT-2025-002714,2025,PO-8537,38.83,89,2025-07-23,2025-07-25,2025-08-08,Prestation La liberté de louer de manière efficace,PUBLIC,2025-07-22,3455.77,4146.92,691.15,172.79,518.37,3455.77
2715,776,2025-07-22,2025-07-22,PAID,FACT-2025-002715,2025,PO-4058,248.67,15,2025-07-23,2025-07-28,2025-10-04,Prestation La possibilité de louer de manière sûre,PUBLIC,2025-07-22,3730.01,4476.01,746.0,186.5,559.5,3730.01
2716,402,2025-07-22,2025-07-22,PAID,FACT-2025-002716,2025,,23.62,60,2025-07-22,2025-07-23,2025-10-13,Prestation L'art de changer de manière sûre,PRIVATE,2025-07-22,1417.17,1558.89,141.72,0.0,0.0,1558.89
2717,505,2025-07-22,,UNPAID,FACT-2025-002717,2025,,129.17,76,2025-07-23,2025-07-26,2025-09-07,Prestation L'art de concrétiser vos projets avant-tout,PUBLIC,2025-07-22,9816.68,11780.02,1963.34,490.83,1472.5,9816.68
2718,45,2025-07-22,2025-07-22,PARTIAL,FACT-2025-002718,2025,PO-2483,78.03,37,2025-07-23,2025-07-26,2025-10-16,Prestation L'art de concrétiser vos projets plus facilement,PRIVATE,2025-07-22,2887.01,3175.71,288.7,0.0,0.0,3175.71
2719,128,2025-07-22,2025-07-22,PAID,FACT-2025-002719,2025,PO-6740,110.51,50,2025-07-24,2025-07-25,2025-10-16,Prestation Le plaisir d'atteindre vos buts sans soucis,PUBLIC,2025-07-22,5525.44,6630.53,1105.09,276.27,828.82,5525.44
2720,543,2025-07-22,,UNPAID,FACT-2025-002720,2025,,77.72,52,2025-07-22,2025-07-25,2025-09-11,Prestation Le pouvoir de concrétiser vos projets en toute tranquilité,PRIVATE,2025-07-22,4041.56,4263.85,222.29,0.0,0.0,4263.85
2721,612,2025-07-22,2025-07-22,PAID,FACT-2025-002721,2025,PO-7674,886.24,7,2025-07-24,2025-07-27,2025-08-25,Prestation L'avantage d'avancer en toute tranquilité,PUBLIC,2025-07-22,6203.66,7444.39,1240.73,310.18,930.55,6203.66
2722,390,2025-07-22,2025-07-22,PAID,FACT-2025-002722,2025,PO-7931,236.55,18,2025-07-22,2025-07-24,2025-09-27,Prestation L'art de rouler à la pointe,PUBLIC,2025-07-22,4257.99,5109.59,851.6,212.9,638.7,4257.99
2723,32,2025-07-22,2025-07-22,PAID,FACT-2025-002723,2025,,66.39,97,2025-07-23,2025-07-24,2025-09-12,Prestation La liberté d'évoluer naturellement,PRIVATE,2025-07-22,6439.44,7083.38,643.94,0.0,0.0,7083.38
2724,416,2025-07-22,2025-07-22,PAID,FACT-2025-002724,2025,PO-1445,211.57,47,2025-07-22,2025-07-24,2025-08-31,Prestation La liberté de louer de manière sûre,PUBLIC,2025-07-22,9943.62,11932.34,1988.72,497.18,1491.54,9943.62
2725,73,2025-07-22,2025-07-22,PAID,FACT-2025-002725,2025,PO-2477,25.6,93,2025-07-23,2025-07-25,2025-08-06,Prestation Le plaisir de rouler de manière sûre,PUBLIC,2025-07-22,2380.95,2857.14,476.19,119.05,357.14,2380.95
2726,434,2025-07-22,2025-07-22,PAID,FACT-2025-002726,2025,PO-3112,62.0,57,2025-07-23,2025-07-24,2025-09-15,Prestation La liberté d'innover plus rapidement,PRIVATE,2025-07-22,3533.92,4240.7,706.78,0.0,0.0,4240.7
2727,184,2025-07-22,2025-07-22,PAID,FACT-2025-002727,2025,PO-5347,148.71,40,2025-07-23,2025-07-26,2025-08-15,Prestation Le pouvoir de rouler de manière sûre,PUBLIC,2025-07-22,5948.23,7137.88,1189.65,297.41,892.23,5948.23
2728,58,2025-07-22,2025-07-22,PAID,FACT-2025-002728,2025,,285.93,13,2025-07-24,2025-07-28,2025-09-08,Prestation L'art d'atteindre vos buts en toute tranquilité,PRIVATE,2025-07-22,3717.13,4460.56,743.43,0.0,0.0,4460.56
2729,712,2025-07-22,2025-07-22,PAID,FACT-2025-002729,2025,PO-9596,62.92,74,2025-07-23,2025-07-28,2025-08-12,Prestation Le pouvoir d'innover plus facilement,PRIVATE,2025-07-22,4656.33,5587.6,931.27,0.0,0.0,5587.6
2730,653,2025-07-22,2025-07-22,PAID,FACT-2025-002730,2025,PO-4519,191.32,39,2025-07-24,2025-07-29,2025-09-25,Prestation L'assurance de changer en toute tranquilité,PRIVATE,2025-07-22,7461.58,8953.9,1492.32,0.0,0.0,8953.9
2731,440,2025-07-22,2025-07-22,PAID,FACT-2025-002731,2025,,48.3,42,2025-07-23,2025-07-27,2025-08-21,Prestation L'art d'atteindre vos buts à la pointe,PUBLIC,2025-07-22,2028.6,2434.32,405.72,101.43,304.29,2028.6
2732,507,2025-07-22,2025-07-22,PAID,FACT-2025-002732,2025,PO-1805,199.02,48,2025-07-23,2025-07-28,2025-10-03,Prestation Le confort de louer plus facilement,PUBLIC,2025-07-22,9552.97,11463.56,1910.59,477.65,1432.95,9552.97
2733,791,2025-07-22,,UNPAID,FACT-2025-002733,2025,PO-1097,669.4,12,2025-07-22,2025-07-24,2025-10-06,Prestation L'assurance de concrétiser vos projets à la pointe,PRIVATE,2025-07-22,8032.76,9639.31,1606.55,0.0,0.0,9639.31
2734,658,2025-07-22,2025-07-22,PAID,FACT-2025-002734,2025,PO-4555,108.47,56,2025-07-22,2025-07-27,2025-08-29,Prestation La liberté d'atteindre vos buts en toute tranquilité,PUBLIC,2025-07-22,6074.35,7289.22,1214.87,303.72,911.15,6074.35
2735,195,2025-07-22,2025-07-22,PAID,FACT-2025-002735,2025,PO-7633,253.99,27,2025-07-22,2025-07-27,2025-10-06,Prestation La liberté de changer de manière efficace,PUBLIC,2025-07-22,6857.86,8229.43,1371.57,342.89,1028.68,6857.86
2736,297,2025-07-22,,UNPAID,FACT-2025-002736,2025,,219.61,42,2025-07-23,2025-07-24,2025-08-29,Prestation Le droit d'avancer à sa source,PRIVATE,2025-07-22,9223.44,9730.73,507.29,0.0,0.0,9730.73
2737,405,2025-07-22,2025-07-22,PAID,FACT-2025-002737,2025,,46.61,57,2025-07-23,2025-07-27,2025-10-20,Prestation La possibilité de rouler avant-tout,PRIVATE,2025-07-22,2657.04,2922.74,265.7,0.0,0.0,2922.74
2738,637,2025-07-22,2025-07-22,PAID,FACT-2025-002738,2025,PO-4904,103.43,84,2025-07-24,2025-07-26,2025-09-03,Prestation Le confort d'avancer plus rapidement,PRIVATE,2025-07-22,8687.92,9165.76,477.84,0.0,0.0,9165.76
2740,67,2025-07-22,2025-07-22,PAID,FACT-2025-002740,2025,PO-3265,119.46,67,2025-07-23,2025-07-28,2025-08-30,Prestation L'avantage d'évoluer de manière efficace,PUBLIC,2025-07-22,8003.92,9604.7,1600.78,400.2,1200.59,8003.92
2741,218,2025-07-22,2025-07-22,PAID,FACT-2025-002741,2025,,67.95,78,2025-07-23,2025-07-27,2025-08-15,Prestation L'assurance d'avancer plus facilement,PRIVATE,2025-07-22,5300.19,5591.7,291.51,0.0,0.0,5591.7
2742,495,2025-07-22,2025-07-22,PAID,FACT-2025-002742,2025,,62.74,44,2025-07-23,2025-07-26,2025-08-16,Prestation La liberté d'innover à l'état pur,PRIVATE,2025-07-22,2760.42,2912.24,151.82,0.0,0.0,2912.24
2743,59,2025-07-22,2025-07-22,PAID,FACT-2025-002743,2025,PO-4623,681.4,9,2025-07-23,2025-07-26,2025-09-30,Prestation L'art de concrétiser vos projets à la pointe,PRIVATE,2025-07-22,6132.58,6469.87,337.29,0.0,0.0,6469.87
2744,128,2025-07-22,,UNPAID,FACT-2025-002744,2025,PO-4019,351.73,28,2025-07-22,2025-07-23,2025-09-25,Prestation Le pouvoir de rouler de manière sûre,PUBLIC,2025-07-22,9848.35,11818.02,1969.67,492.42,1477.25,9848.35
2745,793,2025-07-22,2025-07-22,PAID,FACT-2025-002745,2025,,168.84,28,2025-07-23,2025-07-25,2025-08-22,Prestation L'assurance d'avancer en toute tranquilité,PRIVATE,2025-07-22,4727.65,4987.67,260.02,0.0,0.0,4987.67
2746,425,2025-07-22,2025-07-22,PARTIAL,FACT-2025-002746,2025,,104.56,39,2025-07-24,2025-07-29,2025-08-10,Prestation L'art d'atteindre vos buts de manière efficace,PUBLIC,2025-07-22,4077.91,4893.49,815.58,203.9,611.69,4077.91
2747,29,2025-07-22,2025-07-22,PAID,FACT-2025-002747,2025,PO-6131,12.62,49,2025-07-23,2025-07-24,2025-09-01,Prestation Le confort de concrétiser vos projets naturellement,PRIVATE,2025-07-22,618.36,652.37,34.01,0.0,0.0,652.37
2748,174,2025-07-22,2025-07-22,PAID,FACT-2025-002748,2025,PO-5874,31.36,94,2025-07-24,2025-07-29,2025-09-13,Prestation L'art d'avancer plus rapidement,PRIVATE,2025-07-22,2947.87,3110.0,162.13,0.0,0.0,3110.0
2749,746,2025-07-22,2025-07-22,PAID,FACT-2025-002749,2025,PO-7010,121.19,56,2025-07-22,2025-07-24,2025-10-08,Prestation L'avantage de changer en toute tranquilité,PUBLIC,2025-07-22,6786.44,8143.73,1357.29,339.32,1017.97,6786.44
2751,441,2025-07-22,2025-07-22,PAID,FACT-2025-002751,2025,,62.24,66,2025-07-22,2025-07-23,2025-08-11,Prestation L'art de rouler à l'état pur,PRIVATE,2025-07-22,4107.9,4929.48,821.58,0.0,0.0,4929.48
2752,650,2025-07-22,2025-07-22,PAID,FACT-2025-002752,2025,PO-8957,49.98,58,2025-07-23,2025-07-26,2025-09-27,Prestation L'art de changer plus rapidement,PRIVATE,2025-07-22,2898.97,3188.87,289.9,0.0,0.0,3188.87
2753,662,2025-07-22,2025-07-22,PAID,FACT-2025-002753,2025,,29.66,76,2025-07-24,2025-07-26,2025-08-19,Prestation Le plaisir d'évoluer plus facilement,PRIVATE,2025-07-22,2254.13,2704.96,450.83,0.0,0.0,2704.96
2754,696,2025-07-22,2025-07-22,PAID,FACT-2025-002754,2025,,109.57,77,2025-07-23,2025-07-28,2025-10-14,Prestation L'assurance de rouler à la pointe,PUBLIC,2025-07-22,8436.92,10124.3,1687.38,421.85,1265.54,8436.92
2755,264,2025-07-22,2025-07-22,PAID,FACT-2025-002755,2025,,181.14,41,2025-07-24,2025-07-29,2025-09-29,Prestation La liberté d'évoluer avant-tout,PUBLIC,2025-07-22,7426.92,8912.3,1485.38,371.35,1114.04,7426.92
2756,15,2025-07-22,2025-07-22,PAID,FACT-2025-002756,2025,PO-3159,75.5,56,2025-07-23,2025-07-28,2025-09-01,Prestation Le plaisir de rouler sans soucis,PRIVATE,2025-07-22,4227.76,4650.54,422.78,0.0,0.0,4650.54
2757,764,2025-07-22,,UNPAID,FACT-2025-002757,2025,,84.93,13,2025-07-22,2025-07-27,2025-09-07,Prestation Le plaisir d'avancer de manière sûre,PRIVATE,2025-07-22,1104.15,1164.88,60.73,0.0,0.0,1164.88
2758,600,2025-07-22,2025-07-22,PAID,FACT-2025-002758,2025,PO-6561,211.89,43,2025-07-24,2025-07-29,2025-08-15,Prestation Le confort de concrétiser vos projets à sa source,PRIVATE,2025-07-22,9111.27,10933.52,1822.25,0.0,0.0,10933.52
2759,234,2025-07-22,2025-07-22,PAID,FACT-2025-002759,2025,,32.87,58,2025-07-23,2025-07-24,2025-08-06,Prestation Le plaisir de louer à sa source,PRIVATE,2025-07-22,1906.28,2096.91,190.63,0.0,0.0,2096.91
2760,168,2025-07-22,2025-07-22,PARTIAL,FACT-2025-002760,2025,PO-3647,181.07,39,2025-07-22,2025-07-24,2025-10-20,Prestation L'art d'innover à l'état pur,PRIVATE,2025-07-22,7061.67,7767.84,706.17,0.0,0.0,7767.84
2761,350,2025-07-22,2025-07-22,PAID,FACT-2025-002761,2025,,11.15,66,2025-07-23,2025-07-27,2025-10-09,Prestation Le confort d'atteindre vos buts autrement,PUBLIC,2025-07-22,735.72,882.86,147.14,36.79,110.36,735.72
2762,539,2025-07-22,2025-07-22,PAID,FACT-2025-002762,2025,PO-6403,76.97,84,2025-07-22,2025-07-24,2025-09-01,Prestation Le pouvoir d'innover à la pointe,PUBLIC,2025-07-22,6465.3,7758.36,1293.06,323.27,969.8,6465.3
2763,674,2025-07-22,2025-07-22,PAID,FACT-2025-002763,2025,PO-4275,6.55,90,2025-07-24,2025-07-27,2025-08-14,Prestation Le plaisir d'évoluer sans soucis,PUBLIC,2025-07-22,589.81,707.77,117.96,29.49,88.47,589.81
2764,715,2025-07-22,2025-07-22,PAID,FACT-2025-002764,2025,,67.8,60,2025-07-24,2025-07-27,2025-10-18,Prestation L'assurance de changer de manière efficace,PRIVATE,2025-07-22,4068.06,4881.67,813.61,0.0,0.0,4881.67
2765,614,2025-07-22,2025-07-22,PAID,FACT-2025-002765,2025,PO-5412,103.43,66,2025-07-24,2025-07-27,2025-09-25,Prestation L'avantage de changer à l'état pur,PRIVATE,2025-07-22,6826.54,7509.19,682.65,0.0,0.0,7509.19
2766,581,2025-07-22,2025-07-22,PAID,FACT-2025-002766,2025,,1.71,80,2025-07-23,2025-07-25,2025-10-14,Prestation L'assurance de rouler à la pointe,PUBLIC,2025-07-22,136.7,164.04,27.34,6.83,20.5,136.7
2767,456,2025-07-22,,UNPAID,FACT-2025-002767,2025,PO-3305,8.6,70,2025-07-22,2025-07-24,2025-09-25,Prestation L'art de concrétiser vos projets sans soucis,PRIVATE,2025-07-22,601.88,634.98,33.1,0.0,0.0,634.98
2768,428,2025-07-22,2025-07-22,PAID,FACT-2025-002768,2025,PO-6220,25.71,42,2025-07-22,2025-07-26,2025-09-26,Prestation La liberté de changer de manière sûre,PUBLIC,2025-07-22,1079.67,1295.6,215.93,53.98,161.95,1079.67
2769,751,2025-07-22,2025-07-22,PARTIAL,FACT-2025-002769,2025,,39.21,86,2025-07-23,2025-07-28,2025-09-27,Prestation La liberté d'évoluer de manière efficace,PUBLIC,2025-07-22,3372.39,4046.87,674.48,168.62,505.86,3372.39
2770,409,2025-07-22,,UNPAID,FACT-2025-002770,2025,PO-8060,155.89,23,2025-07-23,2025-07-26,2025-09-20,Prestation L'avantage de louer à sa source,PUBLIC,2025-07-22,3585.44,4302.53,717.09,179.27,537.82,3585.44
2771,282,2025-07-22,2025-07-22,PAID,FACT-2025-002771,2025,,67.45,67,2025-07-22,2025-07-23,2025-08-12,Prestation La possibilité d'innover de manière efficace,PRIVATE,2025-07-22,4519.47,4971.42,451.95,0.0,0.0,4971.42
2772,136,2025-07-22,2025-07-22,PAID,FACT-2025-002772,2025,PO-3869,117.81,33,2025-07-23,2025-07-24,2025-09-20,Prestation La liberté de concrétiser vos projets autrement,PRIVATE,2025-07-22,3887.88,4276.67,388.79,0.0,0.0,4276.67
2773,263,2025-07-22,,UNPAID,FACT-2025-002773,2025,PO-4304,97.19,61,2025-07-23,2025-07-26,2025-08-14,Prestation Le pouvoir d'atteindre vos buts à l'état pur,PRIVATE,2025-07-22,5928.41,6521.25,592.84,0.0,0.0,6521.25
2774,207,2025-07-22,,SENT,FACT-2025-002774,2025,PO-6214,2.68,100,2025-07-24,2025-07-28,2025-10-13,Prestation L'art de louer de manière efficace,PUBLIC,2025-07-22,268.19,321.83,53.64,13.41,40.23,268.19
2775,482,2025-07-22,2025-07-22,PAID,FACT-2025-002775,2025,,101.08,25,2025-07-22,2025-07-23,2025-10-02,Prestation L'art de rouler à l'état pur,PRIVATE,2025-07-22,2526.99,2665.97,138.98,0.0,0.0,2665.97
