invoice_id,invoice_number,client_name,client_id,issue_date,due_date,payment_date,amount_ht,vat_rate,vat_amount,amount_ttc,currency,status,type,category,payment_method,notes,created_at,updated_at
587,INV-2025-1586,Bodin,219,2024-10-31,2024-12-28,2024-12-28,3897.64,0.0,0.0,3897.64,CHF,paid,credit_note,Design,direct_debit,,2025-06-07,2024-12-19
588,INV-2025-1587,Paris Chauvin SARL,171,2024-06-12,2024-08-10,2024-08-10,6201.52,10.0,620.15,6821.67,USD,paid,invoice,Support,direct_debit,,2024-03-08,2025-01-15
589,INV-2025-1588,Pasquier Marion et Fils,241,2025-04-08,2025-06-06,2025-04-20,4610.28,20.0,922.06,5532.34,USD,paid,credit_note,Software,direct_debit,,2025-06-11,2025-05-09
590,INV-2025-1589,Mendès,404,2024-08-23,2024-09-30,2024-09-21,7026.18,10.0,702.62,7728.8,GBP,paid,recurring,Support,bank_transfer,,2025-02-15,2025-07-21
591,INV-2025-1590,Lacroix Ferrand et Fils,145,2024-09-24,2024-10-16,2024-10-15,4666.29,5.5,256.65,4922.94,GBP,paid,credit_note,Development,bank_transfer,,2024-03-05,2025-04-15
596,INV-2025-1595,Weber S.A.,331,2024-09-01,2024-10-24,2024-09-11,3851.22,20.0,770.24,4621.46,EUR,paid,invoice,Hardware,credit_card,Plaisir couleur raconter.,2023-11-25,2024-11-11
600,INV-2025-1599,Delattre,57,2025-07-11,2025-07-29,2025-07-15,5644.3,10.0,564.43,6208.73,GBP,paid,invoice,Hardware,check,Vers art quelque courage soleil simple.,2024-07-02,2025-06-10
604,INV-2025-1603,Brunet SARL,233,2025-07-20,2025-09-17,2025-07-20,4314.47,5.5,237.3,4551.77,CHF,paid,recurring,Hosting,paypal,,2024-10-29,2024-08-11
606,INV-2025-1605,Neveu SARL,298,2024-09-22,2024-10-09,2024-10-09,7078.34,0.0,0.0,7078.34,CHF,paid,invoice,Software,direct_debit,Dangereux connaissance aussi lire gauche marier beaux.,2024-01-11,2025-07-01
607,INV-2025-1606,Alves,126,2024-01-04,2024-02-05,2024-02-05,874.52,0.0,0.0,874.52,CHF,paid,invoice,Development,direct_debit,,2024-03-08,2024-10-16
609,INV-2025-1608,Fournier Normand SARL,149,2025-07-05,2025-08-15,2025-07-20,9779.83,10.0,977.98,10757.81,USD,paid,invoice,Design,paypal,Terrain trois fine matin droit temps.,2025-04-22,2025-05-18
610,INV-2025-1609,Coulon,294,2024-05-09,2024-06-29,2024-06-27,6330.07,5.5,348.15,6678.22,EUR,paid,proforma,Design,bank_transfer,,2023-08-27,2024-11-15
616,INV-2025-1615,Pelletier S.A.S.,243,2024-10-19,2024-12-07,2024-10-23,6866.75,20.0,1373.35,8240.1,GBP,paid,credit_note,Development,check,,2023-10-14,2024-11-12
622,INV-2025-1621,Dupont SA,459,2024-09-26,2024-11-22,2024-10-09,6514.27,5.5,358.28,6872.55,EUR,paid,credit_note,Maintenance,paypal,,2024-10-10,2025-03-11
623,INV-2025-1622,Lacroix,394,2024-05-24,2024-06-12,2024-06-01,9234.68,10.0,923.47,10158.15,CHF,paid,proforma,Maintenance,credit_card,Crier tantôt seuil chaque connaissance oublier.,2024-02-05,2024-10-06
624,INV-2025-1623,Hamel S.A.S.,31,2023-10-20,2023-11-21,2023-11-06,3889.71,10.0,388.97,4278.68,GBP,paid,proforma,Software,check,,2024-07-16,2025-03-30
625,INV-2025-1624,Leconte,56,2024-09-21,2024-10-18,2024-09-28,1866.58,20.0,373.32,2239.9,USD,paid,recurring,Hardware,direct_debit,,2023-09-14,2024-10-28
626,INV-2025-1625,Rémy,37,2023-10-07,2023-11-19,2023-10-26,1122.54,0.0,0.0,1122.54,GBP,paid,recurring,IT_Services,check,,2024-04-26,2024-09-11
630,INV-2025-1629,Gomes,42,2024-10-04,2024-11-29,2024-11-28,5392.8,10.0,539.28,5932.08,CHF,paid,proforma,Hardware,credit_card,,2024-06-20,2024-09-26
631,INV-2025-1630,Louis Mendès et Fils,459,2023-07-26,2023-09-03,2023-08-25,3058.82,20.0,611.76,3670.58,EUR,paid,proforma,Support,bank_transfer,Doucement expérience poète éprouver jeu hiver.,2025-03-16,2024-11-18
633,INV-2025-1632,Blin S.A.S.,495,2025-05-12,2025-07-07,2025-06-30,5386.01,20.0,1077.2,6463.21,EUR,paid,invoice,Training,bank_transfer,,2024-06-02,2025-05-17
634,INV-2025-1633,Courtois SARL,482,2024-10-23,2024-11-09,2024-11-02,2195.61,20.0,439.12,2634.73,USD,paid,credit_note,Consulting,bank_transfer,Sujet matin perdu chemise folie suffire nom.,2025-05-19,2024-11-13
635,INV-2025-1634,Chauvin SARL,125,2023-11-03,2023-12-19,2023-12-18,4765.07,0.0,0.0,4765.07,USD,paid,invoice,Software,bank_transfer,Acheter dent véritable vision politique rassurer changer.,2023-11-24,2024-09-30
636,INV-2025-1635,Pelletier,419,2024-10-04,2024-10-25,2024-10-18,1789.82,0.0,0.0,1789.82,EUR,paid,invoice,Support,direct_debit,Dame journée attirer.,2024-05-05,2024-10-22
637,INV-2025-1636,Chevallier,416,2023-08-25,2023-09-23,2023-09-14,2106.15,10.0,210.62,2316.77,CHF,paid,proforma,Consulting,direct_debit,,2024-07-22,2025-07-14
640,INV-2025-1639,Guibert,399,2024-09-17,2024-10-08,2024-10-03,6358.73,20.0,1271.75,7630.48,USD,paid,invoice,Support,bank_transfer,,2024-05-12,2024-12-12
645,INV-2025-1644,Simon,255,2024-01-02,2024-01-26,2024-01-17,9688.88,20.0,1937.78,11626.66,USD,paid,credit_note,IT_Services,bank_transfer,,2024-01-29,2024-08-08
647,INV-2025-1646,Brun SARL,370,2024-10-09,2024-10-25,2024-10-16,1249.04,5.5,68.7,1317.74,CHF,paid,proforma,Hosting,credit_card,L'Un françois vêtir pas.,2025-06-05,2025-04-28
649,INV-2025-1648,Brun,75,2025-03-31,2025-04-19,2025-04-17,4895.64,20.0,979.13,5874.77,USD,paid,recurring,Software,check,,2025-02-05,2025-04-15
650,INV-2025-1649,Rolland S.A.R.L.,104,2024-04-14,2024-05-28,2024-05-28,6357.01,10.0,635.7,6992.71,GBP,paid,credit_note,IT_Services,direct_debit,,2024-05-18,2024-09-12
651,INV-2025-1650,Barbe Bodin et Fils,88,2023-10-15,2023-11-07,2023-10-16,4708.79,20.0,941.76,5650.55,GBP,paid,credit_note,Maintenance,direct_debit,,2024-06-14,2025-06-09
653,INV-2025-1652,Morin S.A.R.L.,127,2024-10-30,2024-12-13,2024-11-02,7327.18,5.5,402.99,7730.17,GBP,paid,recurring,Design,credit_card,Tâche matière abandonner tranquille.,2025-01-01,2025-04-01
655,INV-2025-1654,Pruvost,415,2025-03-11,2025-04-27,2025-04-17,5358.11,20.0,1071.62,6429.73,EUR,paid,recurring,Support,credit_card,,2025-04-08,2025-05-07
656,INV-2025-1655,Lucas,68,2025-06-27,2025-07-12,2025-07-01,4125.52,5.5,226.9,4352.42,GBP,paid,proforma,Hardware,bank_transfer,,2024-02-06,2025-01-24
657,INV-2025-1656,Jacquet S.A.S.,500,2025-03-08,2025-05-04,2025-03-30,7062.71,0.0,0.0,7062.71,CHF,paid,recurring,Software,check,,2025-06-03,2025-02-19
658,INV-2025-1657,Thomas Lacombe et Fils,441,2024-06-04,2024-07-12,2024-06-29,7068.63,0.0,0.0,7068.63,EUR,paid,recurring,Training,direct_debit,,2025-03-28,2024-07-25
660,INV-2025-1659,Moreno,188,2025-05-17,2025-07-14,2025-07-08,610.47,20.0,122.09,732.56,CHF,paid,invoice,Training,paypal,,2024-05-02,2025-03-17
664,INV-2025-1663,Maillot,97,2023-10-08,2023-11-20,2023-10-28,8019.05,0.0,0.0,8019.05,CHF,paid,invoice,Consulting,check,Oreille politique arrivée flamme partir rêver saint.,2024-07-24,2025-07-17
667,INV-2025-1666,Mendès,447,2025-07-14,2025-09-08,2025-07-18,1971.7,0.0,0.0,1971.7,USD,paid,proforma,Hosting,direct_debit,,2024-10-30,2024-08-14
670,INV-2025-1669,Fernandez Baron S.A.R.L.,430,2024-01-24,2024-02-18,2024-01-24,2923.94,5.5,160.82,3084.76,USD,paid,credit_note,Hardware,bank_transfer,,2024-04-23,2025-04-09
672,INV-2025-1671,Pages,63,2025-07-05,2025-08-17,2025-07-07,1709.72,10.0,170.97,1880.69,EUR,paid,recurring,Support,credit_card,Terme étouffer ventre doucement oeuvre corde tout.,2024-10-12,2024-07-25
673,INV-2025-1672,Guillou,332,2024-02-10,2024-03-16,2024-02-26,9704.49,10.0,970.45,10674.94,GBP,paid,recurring,Maintenance,direct_debit,,2023-10-14,2025-02-25
674,INV-2025-1673,Leblanc,353,2023-09-17,2023-11-07,2023-11-04,9230.69,10.0,923.07,10153.76,EUR,paid,recurring,IT_Services,credit_card,,2023-10-22,2025-05-31
679,INV-2025-1678,Bonnin SARL,148,2024-06-07,2024-07-20,2024-07-11,4214.54,20.0,842.91,5057.45,USD,paid,recurring,Hosting,credit_card,Durant fort quoi état mien.,2023-12-09,2025-01-24
680,INV-2025-1679,Baudry Royer S.A.,445,2024-03-22,2024-05-14,2024-04-25,2157.06,20.0,431.41,2588.47,GBP,paid,invoice,Design,check,,2025-02-22,2025-04-14
681,INV-2025-1680,Gallet,285,2025-07-14,2025-08-24,2025-07-16,2805.96,5.5,154.33,2960.29,CHF,paid,credit_note,Hardware,credit_card,Demain depuis discuter décrire se.,2025-05-03,2025-03-20
682,INV-2025-1681,Mathieu SA,428,2024-04-24,2024-05-27,2024-05-09,518.11,10.0,51.81,569.92,GBP,paid,recurring,Development,check,,2024-12-29,2025-04-06
684,INV-2025-1683,Marin,253,2025-06-18,2025-08-13,2025-07-15,1281.61,10.0,128.16,1409.77,EUR,paid,proforma,Design,check,,2023-12-13,2025-05-16
685,INV-2025-1684,Chauvin,192,2025-07-03,2025-08-03,2025-07-15,4812.8,0.0,0.0,4812.8,EUR,paid,proforma,Software,direct_debit,,2024-01-12,2025-05-10
686,INV-2025-1685,Laine S.A.R.L.,84,2024-10-12,2024-11-16,2024-10-24,6963.5,10.0,696.35,7659.85,EUR,paid,proforma,Training,check,,2024-07-29,2025-07-23
687,INV-2025-1686,Carlier,264,2024-09-15,2024-10-22,2024-09-18,2987.47,0.0,0.0,2987.47,USD,paid,credit_note,Consulting,direct_debit,Immense cas lune enfoncer.,2023-07-30,2024-07-27
688,INV-2025-1687,Blin,139,2024-12-27,2025-02-14,2025-01-16,3230.48,10.0,323.05,3553.53,GBP,paid,invoice,Development,direct_debit,,2023-10-10,2024-11-26
691,INV-2025-1690,Huet,419,2024-01-16,2024-03-01,2024-01-25,6941.4,5.5,381.78,7323.18,CHF,paid,proforma,Software,paypal,,2024-09-27,2025-01-07
693,INV-2025-1692,Didier,40,2023-07-30,2023-08-19,2023-08-16,7653.93,0.0,0.0,7653.93,EUR,paid,recurring,Hosting,bank_transfer,,2023-11-05,2025-07-05
698,INV-2025-1697,Becker,345,2024-04-23,2024-06-07,2024-05-24,5934.87,20.0,1186.97,7121.84,EUR,paid,credit_note,Training,check,,2025-02-15,2025-01-12
699,INV-2025-1698,Bonneau,64,2025-06-12,2025-07-29,2025-06-15,1217.17,10.0,121.72,1338.89,CHF,paid,invoice,Development,credit_card,,2024-03-02,2025-01-19
700,INV-2025-1699,Riou Marques S.A.R.L.,43,2024-11-24,2025-01-01,2024-12-08,5615.61,0.0,0.0,5615.61,GBP,paid,recurring,Consulting,check,,2024-11-25,2025-03-18
701,INV-2025-1700,Chevalier S.A.,116,2024-10-09,2024-12-01,2024-11-17,6901.76,20.0,1380.35,8282.11,CHF,paid,proforma,Hosting,credit_card,Déclarer enlever échapper distance pauvre doigt.,2024-07-03,2025-05-22
703,INV-2025-1702,Gonzalez Simon S.A.,206,2024-07-06,2024-09-01,2024-08-15,1280.26,20.0,256.05,1536.31,EUR,paid,credit_note,Consulting,paypal,Peuple travers précis avis combien.,2023-10-11,2024-08-29
705,INV-2025-1704,Payet Laine S.A.,183,2024-02-28,2024-04-20,2024-04-11,7587.4,20.0,1517.48,9104.88,CHF,paid,recurring,Support,direct_debit,,2023-08-15,2024-08-05
706,INV-2025-1705,Ollivier,119,2024-12-19,2025-02-01,2025-01-22,2581.83,20.0,516.37,3098.2,USD,paid,invoice,Consulting,bank_transfer,Vieux mauvais donc histoire vêtir pouvoir comprendre.,2024-10-30,2025-01-16
709,INV-2025-1708,Le Gall,488,2025-04-08,2025-05-09,2025-04-16,8113.87,0.0,0.0,8113.87,EUR,paid,recurring,Consulting,check,,2024-05-03,2024-12-30
710,INV-2025-1709,Dubois,286,2024-02-09,2024-03-19,2024-02-24,456.21,5.5,25.09,481.3,GBP,paid,credit_note,Support,check,,2023-07-24,2025-02-11
717,INV-2025-1716,Roche,354,2024-09-08,2024-10-13,2024-10-04,8102.43,0.0,0.0,8102.43,USD,paid,proforma,Support,direct_debit,Confier eaux parvenir ouvert.,2024-02-20,2025-04-21
718,INV-2025-1717,Lebrun Moreau S.A.,497,2024-11-17,2025-01-13,2025-01-03,6186.8,10.0,618.68,6805.48,CHF,paid,credit_note,Support,bank_transfer,Vêtir aile vie.,2024-02-28,2024-11-04
722,INV-2025-1721,Pires,452,2025-01-28,2025-03-23,2025-02-21,6748.45,5.5,371.16,7119.61,EUR,paid,credit_note,Design,check,,2024-07-02,2024-10-27
723,INV-2025-1722,Jacques Guyon SA,479,2025-02-14,2025-03-30,2025-02-17,6415.47,20.0,1283.09,7698.56,EUR,paid,credit_note,Training,check,,2024-08-31,2025-04-07
725,INV-2025-1724,Vallet S.A.S.,208,2024-03-29,2024-05-01,2024-04-13,2638.82,5.5,145.14,2783.96,USD,paid,invoice,Software,credit_card,,2024-08-31,2024-09-08
727,INV-2025-1726,Huet et Fils,330,2023-09-01,2023-10-02,2023-09-22,2849.94,5.5,156.75,3006.69,EUR,paid,recurring,IT_Services,bank_transfer,Entrée combien double carte résistance accrocher.,2023-08-25,2025-03-05
730,INV-2025-1729,Navarro,413,2024-01-19,2024-02-23,2024-02-18,5884.83,20.0,1176.97,7061.8,USD,paid,recurring,Hardware,credit_card,,2025-02-12,2024-10-06
732,INV-2025-1731,Munoz,494,2024-02-02,2024-02-24,2024-02-05,4295.44,5.5,236.25,4531.69,GBP,paid,credit_note,Training,check,Mine meilleur juste mon mêler entre.,2024-07-21,2024-11-07
737,INV-2025-1736,David Renaud SA,368,2023-08-26,2023-10-11,2023-09-07,4188.32,10.0,418.83,4607.15,CHF,paid,invoice,Software,paypal,,2024-08-03,2024-10-05
738,INV-2025-1737,Descamps,233,2023-10-07,2023-11-13,2023-10-10,7319.39,10.0,731.94,8051.33,EUR,paid,invoice,Software,check,Maître préférer devenir faim oeil autorité tout.,2024-01-02,2025-04-03
739,INV-2025-1738,Riou,161,2024-08-07,2024-08-30,2024-08-14,2080.75,10.0,208.07,2288.82,EUR,paid,invoice,Software,credit_card,,2023-09-09,2024-12-10
750,INV-2025-1749,Lenoir,68,2024-03-23,2024-05-01,2024-03-25,4007.5,10.0,400.75,4408.25,EUR,paid,credit_note,Maintenance,credit_card,,2024-08-24,2025-02-24
754,INV-2025-1753,Delattre,28,2025-06-05,2025-07-21,2025-07-14,1597.52,20.0,319.5,1917.02,USD,paid,credit_note,IT_Services,credit_card,,2025-07-15,2025-06-25
758,INV-2025-1757,Lesage Charpentier S.A.R.L.,146,2024-08-18,2024-10-03,2024-08-26,8884.94,0.0,0.0,8884.94,EUR,paid,recurring,Training,direct_debit,Cerveau baisser mort armer.,2024-05-29,2024-11-02
760,INV-2025-1759,Leduc Vaillant S.A.,167,2025-01-15,2025-01-30,2025-01-21,534.09,20.0,106.82,640.91,USD,paid,credit_note,IT_Services,paypal,,2024-08-05,2024-12-23
762,INV-2025-1761,Barre,199,2024-04-18,2024-05-28,2024-05-06,8538.22,5.5,469.6,9007.82,CHF,paid,proforma,Software,bank_transfer,,2024-10-27,2025-04-03
763,INV-2025-1762,Marty Chauvet S.A.R.L.,184,2023-08-10,2023-09-21,2023-09-08,9224.83,5.5,507.37,9732.2,EUR,paid,proforma,Development,credit_card,,2024-11-19,2024-09-17
764,INV-2025-1763,Bourgeois Pottier SARL,47,2024-06-29,2024-08-07,2024-07-03,5674.27,20.0,1134.85,6809.12,CHF,paid,proforma,Design,credit_card,,2023-11-22,2025-05-13
765,INV-2025-1764,Rousset SA,347,2025-02-07,2025-03-21,2025-02-15,5182.08,20.0,1036.42,6218.5,USD,paid,credit_note,Support,direct_debit,,2024-01-28,2025-03-21
766,INV-2025-1765,Garcia,465,2025-07-11,2025-08-28,2025-07-12,4735.37,0.0,0.0,4735.37,CHF,paid,proforma,Software,credit_card,,2024-04-15,2025-04-18
768,INV-2025-1767,Martins Morvan S.A.S.,182,2024-04-05,2024-05-22,2024-04-25,1035.4,10.0,103.54,1138.94,GBP,paid,invoice,Development,bank_transfer,,2025-02-25,2024-10-31
769,INV-2025-1768,Lemonnier Rocher et Fils,24,2024-09-21,2024-11-17,2024-11-06,7883.15,20.0,1576.63,9459.78,EUR,paid,recurring,Maintenance,paypal,,2023-08-07,2024-12-16
771,INV-2025-1770,Dupré,274,2023-09-12,2023-11-04,2023-10-19,6766.75,20.0,1353.35,8120.1,EUR,paid,invoice,Hosting,bank_transfer,,2025-05-15,2025-07-12
772,INV-2025-1771,Moreau SARL,156,2024-12-16,2025-02-10,2025-01-19,6948.88,20.0,1389.78,8338.66,GBP,paid,recurring,Maintenance,bank_transfer,,2025-05-27,2025-07-01
775,INV-2025-1774,Guilbert,494,2023-12-14,2023-12-30,2023-12-23,9033.91,20.0,1806.78,10840.69,CHF,paid,recurring,IT_Services,check,,2025-07-12,2025-04-25
776,INV-2025-1775,Laporte Schneider SARL,27,2023-08-08,2023-09-04,2023-08-11,8311.56,20.0,1662.31,9973.87,GBP,paid,invoice,Consulting,check,Fond ci étoile étroit paraître demande vingt.,2024-08-16,2024-11-07
777,INV-2025-1776,Chevallier,19,2025-04-13,2025-05-29,2025-04-19,5998.81,10.0,599.88,6598.69,CHF,paid,recurring,Support,direct_debit,,2025-06-14,2025-06-04
779,INV-2025-1778,Fernandez Chauveau S.A.R.L.,456,2025-06-18,2025-08-07,2025-07-07,8939.48,20.0,1787.9,10727.38,CHF,paid,invoice,Support,direct_debit,Veiller or paraître décider dépasser chien victime.,2025-06-29,2025-03-15
781,INV-2025-1780,Ruiz Lagarde et Fils,68,2025-01-04,2025-02-02,2025-01-23,6881.24,20.0,1376.25,8257.49,GBP,paid,recurring,Hosting,paypal,Tellement gris tel regretter personnage mois cinq.,2023-09-14,2025-02-24
782,INV-2025-1781,Prévost Rodrigues et Fils,342,2024-09-08,2024-10-03,2024-09-19,2896.33,0.0,0.0,2896.33,CHF,paid,credit_note,Software,credit_card,,2023-08-15,2025-05-16
783,INV-2025-1782,Bailly,156,2024-03-26,2024-05-11,2024-05-05,4218.25,20.0,843.65,5061.9,USD,paid,credit_note,Development,bank_transfer,Queue sac parvenir quarante chez construire.,2023-11-03,2024-10-02
790,INV-2025-1789,Lebon,185,2024-07-12,2024-08-28,2024-08-04,2733.55,20.0,546.71,3280.26,USD,paid,credit_note,Development,check,Offrir saison problème.,2024-05-25,2025-03-17
793,INV-2025-1792,Blondel,463,2025-02-13,2025-03-25,2025-02-16,6635.74,5.5,364.97,7000.71,EUR,paid,proforma,Hosting,check,Vent content haut sourire remarquer du combat écouter.,2025-07-06,2024-08-13
794,INV-2025-1793,Barthelemy Imbert S.A.R.L.,466,2025-01-08,2025-03-08,2025-02-27,3112.8,10.0,311.28,3424.08,GBP,paid,invoice,Maintenance,direct_debit,,2023-10-02,2025-04-29
795,INV-2025-1794,Merle Mary et Fils,455,2024-08-14,2024-09-07,2024-08-24,4517.27,5.5,248.45,4765.72,CHF,paid,proforma,Hosting,credit_card,Chaîne garçon humain conclure nombreux prêter cour.,2024-07-11,2024-08-27
797,INV-2025-1796,Clément,15,2025-01-21,2025-03-10,2025-03-05,6393.29,0.0,0.0,6393.29,GBP,paid,credit_note,Maintenance,check,Présent prononcer vieux or circonstance mer approcher.,2023-12-03,2025-07-12
798,INV-2025-1797,Rodrigues Colin et Fils,322,2024-04-08,2024-04-30,2024-04-22,8431.68,10.0,843.17,9274.85,GBP,paid,invoice,IT_Services,bank_transfer,,2023-09-01,2025-01-02
799,INV-2025-1798,Hervé,413,2024-03-18,2024-05-08,2024-04-17,4586.16,5.5,252.24,4838.4,USD,paid,proforma,Maintenance,paypal,,2024-11-21,2024-10-01
804,INV-2025-1803,Legendre,356,2023-07-28,2023-09-12,2023-08-20,1380.91,0.0,0.0,1380.91,USD,paid,recurring,Support,bank_transfer,Million salle armée chemin perdre année si placer.,2025-05-04,2025-03-14
805,INV-2025-1804,Girard SA,57,2024-03-10,2024-04-29,2024-04-11,9523.04,20.0,1904.61,11427.65,EUR,paid,proforma,Design,paypal,,2024-06-11,2024-09-30
807,INV-2025-1806,Breton,456,2023-08-19,2023-10-10,2023-08-28,9374.52,10.0,937.45,10311.97,GBP,paid,credit_note,Software,check,,2024-05-05,2025-07-06
809,INV-2025-1808,Lucas,390,2023-09-11,2023-11-03,2023-10-09,1471.37,20.0,294.27,1765.64,CHF,paid,recurring,Software,paypal,,2023-10-26,2025-04-18
810,INV-2025-1809,Laine,461,2025-05-20,2025-07-13,2025-06-15,4155.32,5.5,228.54,4383.86,CHF,paid,proforma,Development,bank_transfer,Maison pousser or brusquement protéger parfaitement.,2023-09-30,2025-01-27
814,INV-2025-1813,Neveu Charpentier S.A.,175,2025-06-08,2025-07-30,2025-07-07,8633.55,0.0,0.0,8633.55,CHF,paid,credit_note,Hosting,bank_transfer,Caractère inquiétude retirer.,2025-02-15,2025-06-17
816,INV-2025-1815,Riou S.A.,31,2024-04-19,2024-05-09,2024-05-09,9526.43,5.5,523.95,10050.38,GBP,paid,credit_note,IT_Services,bank_transfer,,2025-01-09,2024-11-09
817,INV-2025-1816,Ribeiro,133,2024-02-05,2024-02-26,2024-02-11,4186.95,10.0,418.69,4605.64,CHF,paid,invoice,IT_Services,credit_card,,2024-08-20,2025-02-21
821,INV-2025-1820,Regnier,276,2024-07-30,2024-08-23,2024-08-14,9854.56,5.5,542.0,10396.56,CHF,paid,recurring,IT_Services,bank_transfer,Inconnu rompre toujours aspect madame mois.,2024-12-31,2024-11-22
822,INV-2025-1821,Guillaume S.A.S.,31,2024-09-26,2024-11-19,2024-11-17,9723.61,0.0,0.0,9723.61,CHF,paid,proforma,Design,paypal,Retrouver souvent étudier vêtir douze amuser.,2024-05-10,2025-03-23
824,INV-2025-1823,Fernandez,426,2023-08-16,2023-10-06,2023-09-11,988.18,0.0,0.0,988.18,USD,paid,proforma,Hosting,credit_card,,2024-08-13,2025-06-28
827,INV-2025-1826,Morin Hebert S.A.S.,391,2025-03-23,2025-04-07,2025-03-24,4190.31,20.0,838.06,5028.37,CHF,paid,invoice,Consulting,direct_debit,,2023-08-12,2025-05-29
828,INV-2025-1827,Aubert Leblanc S.A.R.L.,424,2024-07-31,2024-09-26,2024-09-17,1321.81,20.0,264.36,1586.17,GBP,paid,recurring,Software,bank_transfer,,2025-02-11,2025-06-27
830,INV-2025-1829,Leclerc Ramos SA,120,2025-03-11,2025-05-04,2025-03-20,8103.3,5.5,445.68,8548.98,CHF,paid,proforma,IT_Services,paypal,,2024-07-14,2024-12-20
832,INV-2025-1831,Bigot,34,2025-01-06,2025-01-31,2025-01-14,6632.4,5.5,364.78,6997.18,USD,paid,invoice,Software,paypal,Bord réflexion queue.,2023-08-10,2025-03-04
835,INV-2025-1834,Allard Marty S.A.S.,453,2024-08-25,2024-10-22,2024-09-03,5006.19,0.0,0.0,5006.19,USD,paid,invoice,Maintenance,check,,2024-03-27,2024-11-05
836,INV-2025-1835,Picard Guérin SARL,451,2023-11-09,2023-12-14,2023-12-06,2026.62,0.0,0.0,2026.62,EUR,paid,credit_note,Hosting,bank_transfer,Suite mauvais arrêter amener taille arracher fille bas.,2024-05-23,2024-09-30
842,INV-2025-1841,Marie,233,2023-08-15,2023-09-25,2023-08-21,6035.8,0.0,0.0,6035.8,CHF,paid,recurring,Hosting,direct_debit,,2024-04-21,2025-01-25
843,INV-2025-1842,Lecoq,233,2024-07-15,2024-08-20,2024-07-31,6790.18,0.0,0.0,6790.18,GBP,paid,credit_note,Consulting,bank_transfer,,2024-04-19,2025-03-14
844,INV-2025-1843,Lebon et Fils,464,2024-10-11,2024-12-10,2024-10-23,7915.22,5.5,435.34,8350.56,USD,paid,proforma,Training,check,,2025-04-02,2024-09-02
845,INV-2025-1844,Hernandez S.A.S.,31,2024-04-01,2024-05-25,2024-05-24,2507.21,0.0,0.0,2507.21,USD,paid,proforma,Design,check,,2024-07-16,2024-12-25
846,INV-2025-1845,Legendre Berger S.A.S.,76,2024-10-23,2024-12-18,2024-12-02,3180.76,5.5,174.94,3355.7,CHF,paid,proforma,Design,paypal,,2023-11-24,2025-01-26
847,INV-2025-1846,Guillaume,30,2024-05-16,2024-05-31,2024-05-19,6611.0,5.5,363.61,6974.61,USD,paid,invoice,Hosting,paypal,,2025-04-16,2025-04-18
852,INV-2025-1851,Imbert,100,2024-05-12,2024-05-28,2024-05-27,1509.78,20.0,301.96,1811.74,GBP,paid,invoice,IT_Services,credit_card,,2024-12-17,2024-08-16
853,INV-2025-1852,Blin Faivre et Fils,174,2023-10-01,2023-10-27,2023-10-22,2693.79,5.5,148.16,2841.95,USD,paid,credit_note,Hardware,bank_transfer,,2025-04-12,2024-07-23
859,INV-2025-1858,Gay,256,2024-05-15,2024-06-23,2024-06-23,6486.21,10.0,648.62,7134.83,CHF,paid,credit_note,Training,paypal,,2024-09-19,2024-10-13
860,INV-2025-1859,Joly,298,2024-12-18,2025-02-01,2025-01-03,4998.44,10.0,499.84,5498.28,CHF,paid,invoice,Hardware,credit_card,Milieu semblable expliquer général durer.,2025-05-31,2025-04-09
866,INV-2025-1865,Foucher,98,2024-11-03,2024-11-30,2024-11-03,2575.23,10.0,257.52,2832.75,USD,paid,proforma,IT_Services,paypal,,2024-01-23,2025-04-25
867,INV-2025-1866,Morvan,421,2024-08-15,2024-09-21,2024-09-10,4097.73,20.0,819.55,4917.28,EUR,paid,recurring,Development,credit_card,Faire vingt monsieur près calme jeunesse posséder.,2023-11-11,2025-05-02
869,INV-2025-1868,Georges Lombard et Fils,108,2024-09-01,2024-09-28,2024-09-09,9425.1,20.0,1885.02,11310.12,CHF,paid,recurring,Development,bank_transfer,,2024-12-20,2025-04-08
871,INV-2025-1870,Lelièvre S.A.R.L.,167,2024-04-14,2024-06-11,2024-06-04,7652.13,10.0,765.21,8417.34,EUR,paid,invoice,Software,credit_card,Tantôt mouvement éprouver étude vin écouter combien.,2025-01-13,2025-07-16
872,INV-2025-1871,Bonnet,196,2024-10-29,2024-12-04,2024-11-27,8011.54,20.0,1602.31,9613.85,USD,paid,recurring,Consulting,direct_debit,,2024-11-23,2025-01-22
873,INV-2025-1872,Descamps SARL,328,2024-10-14,2024-11-28,2024-10-30,5738.2,20.0,1147.64,6885.84,GBP,paid,invoice,Software,bank_transfer,,2025-04-12,2025-05-05
874,INV-2025-1873,Vallée,14,2024-11-18,2024-12-14,2024-11-20,6921.34,20.0,1384.27,8305.61,USD,paid,credit_note,Consulting,check,,2023-09-26,2024-09-10
875,INV-2025-1874,Fleury,30,2024-08-18,2024-09-16,2024-08-25,5291.52,20.0,1058.3,6349.82,GBP,paid,invoice,Software,paypal,Où dos deviner que.,2024-11-03,2024-09-29
876,INV-2025-1875,Lemaître,275,2025-06-28,2025-08-08,2025-07-05,9896.99,5.5,544.33,10441.32,CHF,paid,recurring,Consulting,check,Digne précis joue retrouver.,2025-05-23,2024-08-05
